time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,breakdown_topic,breakdown,trainee_number,trainee_percentage
202425,Academic year,Regional,E92000001,England,E12000001,North East,PG fee-funded,School Centred ITT,207,21
202425,Academic year,Regional,E92000001,England,E12000001,North East,PG fee-funded,Total,633,63
202425,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried School Direct,School Centred ITT,1,0
202425,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried School Direct,Total,1,0
202425,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried PGTA,Higher Education,8,1
202425,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried PGTA,School Centred ITT,18,2
202425,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried PGTA,Total,26,3
202425,Academic year,Regional,E92000001,England,E12000001,North East,Undergraduate fee-funded,Higher Education,348,35
202425,Academic year,Regional,E92000001,England,E12000001,North East,Undergraduate fee-funded,Total,348,35
202425,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried Total,Total,27,3
202425,Academic year,Regional,E92000001,England,E12000001,North East,Postgraduate Total,Total,660,65
202425,Academic year,Regional,E92000001,England,E12000001,North East,Undergraduate Total,Total,348,35
202425,Academic year,Regional,E92000001,England,E12000001,North East,Total,Total,1008,3
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG fee-funded,Higher Education,2040,58
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG fee-funded,School Centred ITT,599,17
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG fee-funded,Total,2639,75
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried School Direct,School Centred ITT,5,0
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried School Direct,Higher Education,16,0
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried School Direct,Total,21,1
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried PGTA,School Centred ITT,28,1
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried PGTA,Total,28,1
202425,Academic year,Regional,E92000001,England,E12000002,North West,Undergraduate fee-funded,Higher Education,831,24
202425,Academic year,Regional,E92000001,England,E12000002,North West,Undergraduate fee-funded,Total,831,24
202425,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried Total,Total,49,1
202425,Academic year,Regional,E92000001,England,E12000002,North West,Postgraduate Total,Total,2688,76
202425,Academic year,Regional,E92000001,England,E12000002,North West,Undergraduate Total,Total,831,24
202425,Academic year,Regional,E92000001,England,E12000002,North West,Total,Total,3519,12
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG fee-funded,School Centred ITT,1138,29
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG fee-funded,Higher Education,1535,39
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG fee-funded,Total,2673,67
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried School Direct,Higher Education,42,1
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried School Direct,School Centred ITT,124,3
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried School Direct,Total,166,4
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried PGTA,Higher Education,299,8
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried PGTA,School Centred ITT,122,3
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried PGTA,Total,421,11
202425,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate fee-funded,Higher Education,726,18
202425,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate fee-funded,Total,726,18
202425,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried Total,Total,587,15
202425,Academic year,Regional,E92000001,England,E12000008,South East,Postgraduate Total,Total,3260,82
202425,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate Total,Total,726,18
202425,Academic year,Regional,E92000001,England,E12000008,South East,Total,Total,3986,14
202425,Academic year,Regional,E92000001,England,E12000009,South West,PG fee-funded,Higher Education,881,45
202425,Academic year,Regional,E92000001,England,E12000009,South West,PG fee-funded,School Centred ITT,601,31
202425,Academic year,Regional,E92000001,England,E12000009,South West,PG fee-funded,Total,1482,76
202425,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried School Direct,School Centred ITT,14,1
202425,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried School Direct,Total,14,1
202425,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried PGTA,School Centred ITT,325,17
202425,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried PGTA,Total,325,17
202425,Academic year,Regional,E92000001,England,E12000009,South West,Undergraduate fee-funded,Higher Education,133,7
202425,Academic year,Regional,E92000001,England,E12000009,South West,Undergraduate fee-funded,Total,133,7
202425,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried Total,Total,339,17
202425,Academic year,Regional,E92000001,England,E12000009,South West,Postgraduate Total,Total,1821,93
202425,Academic year,Regional,E92000001,England,E12000009,South West,Undergraduate Total,Total,133,7
202425,Academic year,Regional,E92000001,England,E12000009,South West,Total,Total,1954,7
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG fee-funded,Higher Education,2139,58
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG fee-funded,School Centred ITT,521,14
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG fee-funded,Total,2660,73
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried School Direct,School Centred ITT,34,1
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried School Direct,Higher Education,34,1
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried School Direct,Total,68,2
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried PGTA,Higher Education,168,5
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried PGTA,Total,168,5
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate fee-funded,Higher Education,751,21
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate fee-funded,School Centred ITT,10,0
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate fee-funded,Total,761,21
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried Total,Total,236,6
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,Postgraduate Total,Total,2896,79
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate Total,Total,761,21
202425,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Total,3657,13
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG fee-funded,School Centred ITT,1900,41
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG fee-funded,Higher Education,1393,30
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG fee-funded,Total,3293,71
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried School Direct,School Centred ITT,88,2
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried School Direct,Total,88,2
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried PGTA,School Centred ITT,415,9
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried PGTA,Total,415,9
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate fee-funded,Higher Education,857,18
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate fee-funded,School Centred ITT,1,0
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate fee-funded,Total,858,18
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried Total,Total,503,11
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Postgraduate Total,Total,3796,82
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate Total,Total,858,18
202425,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Total,4654,16
202425,Academic year,National,E92000001,England,E92000001,England,PG fee-funded,Higher Education,12292,43
202425,Academic year,National,E92000001,England,E92000001,England,PG fee-funded,School Centred ITT,7661,27
202425,Academic year,National,E92000001,England,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,1396,5
202425,Academic year,National,E92000001,England,E92000001,England,PG Salaried School Direct,School Centred ITT,764,3
202425,Academic year,National,E92000001,England,E92000001,England,PG Salaried School Direct,Higher Education,121,0
202425,Academic year,National,E92000001,England,E92000001,England,PG Salaried PGTA,School Centred ITT,1305,5
202425,Academic year,National,E92000001,England,E92000001,England,PG Salaried PGTA,Higher Education,569,2
202425,Academic year,National,E92000001,England,E92000001,England,Undergraduate fee-funded,Higher Education,4743,16
202425,Academic year,National,E92000001,England,E92000001,England,Undergraduate fee-funded,School Centred ITT,47,0
202425,Academic year,National,E92000001,England,E92000001,England,PG Salaried Total,Total,4155,14
202425,Academic year,National,E92000001,England,E92000001,England,Postgraduate Total,Total,24108,83
202425,Academic year,National,E92000001,England,E92000001,England,Undergraduate Total,Total,4790,17
202425,Academic year,National,E92000001,England,E92000001,England,Total,Total,28898,100
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG fee-funded,Higher Education,1092,48
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG fee-funded,School Centred ITT,549,24
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG fee-funded,Total,1641,72
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG Salaried School Direct,School Centred ITT,14,1
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG Salaried School Direct,Total,14,1
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG Salaried PGTA,Higher Education,18,1
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG Salaried PGTA,School Centred ITT,21,1
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG Salaried PGTA,Total,39,2
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,Undergraduate fee-funded,Higher Education,568,25
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,Undergraduate fee-funded,Total,568,25
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,Undergraduate Teacher Degree Apprenticeship,Higher Education,4,0
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,Undergraduate Teacher Degree Apprenticeship,Total,4,0
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,PG Salaried Total,Total,53,2
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,Postgraduate Total,Total,1694,75
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,Undergraduate Total,Total,572,25
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Total,2266,7
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG fee-funded,Higher Education,639,29
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG fee-funded,School Centred ITT,862,39
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG fee-funded,Total,1501,68
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG Salaried School Direct,School Centred ITT,165,7
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG Salaried School Direct,Higher Education,7,0
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG Salaried School Direct,Total,172,8
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG Salaried PGTA,School Centred ITT,255,11
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG Salaried PGTA,Total,255,11
202526,Academic year,Regional,E92000001,England,E12000006,East of England,Undergraduate fee-funded,School Centred ITT,37,2
202526,Academic year,Regional,E92000001,England,E12000006,East of England,Undergraduate fee-funded,Higher Education,254,11
202526,Academic year,Regional,E92000001,England,E12000006,East of England,Undergraduate fee-funded,Total,291,13
202526,Academic year,Regional,E92000001,England,E12000006,East of England,PG Salaried Total,Total,427,19
202526,Academic year,Regional,E92000001,England,E12000006,East of England,Postgraduate Total,Total,1928,87
202526,Academic year,Regional,E92000001,England,E12000006,East of England,Undergraduate Total,Total,291,13
202526,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Total,2219,7
202526,Academic year,Regional,E92000001,England,E12000007,London,PG fee-funded,Higher Education,2734,41
202526,Academic year,Regional,E92000001,England,E12000007,London,PG fee-funded,School Centred ITT,1661,25
202526,Academic year,Regional,E92000001,England,E12000007,London,PG fee-funded,Total,4395,66
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried High Potential ITT,School Centred ITT,1426,21
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried High Potential ITT,Total,1426,21
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried School Direct,School Centred ITT,199,3
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried School Direct,Higher Education,3,0
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried School Direct,Total,202,3
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried PGTA,School Centred ITT,164,2
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried PGTA,Higher Education,69,1
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried PGTA,Total,233,3
202526,Academic year,Regional,E92000001,England,E12000007,London,Undergraduate fee-funded,Higher Education,438,7
202526,Academic year,Regional,E92000001,England,E12000007,London,Undergraduate fee-funded,Total,438,7
202526,Academic year,Regional,E92000001,England,E12000007,London,Undergraduate Teacher Degree Apprenticeship,Higher Education,7,0
202526,Academic year,Regional,E92000001,England,E12000007,London,Undergraduate Teacher Degree Apprenticeship,Total,7,0
202526,Academic year,Regional,E92000001,England,E12000007,London,PG Salaried Total,Total,1861,28
202526,Academic year,Regional,E92000001,England,E12000007,London,Postgraduate Total,Total,6256,93
202526,Academic year,Regional,E92000001,England,E12000007,London,Undergraduate Total,Total,445,7
202526,Academic year,Regional,E92000001,England,E12000007,London,Total,Total,6701,21
202526,Academic year,Regional,E92000001,England,E12000001,North East,PG fee-funded,Higher Education,510,43
202526,Academic year,Regional,E92000001,England,E12000001,North East,PG fee-funded,School Centred ITT,234,20
202526,Academic year,Regional,E92000001,England,E12000001,North East,PG fee-funded,Total,744,63
202526,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried PGTA,Higher Education,3,0
202526,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried PGTA,School Centred ITT,14,1
202526,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried PGTA,Total,17,1
202526,Academic year,Regional,E92000001,England,E12000001,North East,Undergraduate fee-funded,Higher Education,419,35
202526,Academic year,Regional,E92000001,England,E12000001,North East,Undergraduate fee-funded,Total,419,35
202526,Academic year,Regional,E92000001,England,E12000001,North East,Undergraduate Teacher Degree Apprenticeship,Higher Education,9,1
202526,Academic year,Regional,E92000001,England,E12000001,North East,Undergraduate Teacher Degree Apprenticeship,Total,9,1
202526,Academic year,Regional,E92000001,England,E12000001,North East,PG Salaried Total,Total,17,1
202526,Academic year,Regional,E92000001,England,E12000001,North East,Postgraduate Total,Total,761,64
202526,Academic year,Regional,E92000001,England,E12000001,North East,Undergraduate Total,Total,428,36
202526,Academic year,Regional,E92000001,England,E12000001,North East,Total,Total,1189,4
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG fee-funded,School Centred ITT,718,18
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG fee-funded,Higher Education,2321,58
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG fee-funded,Total,3039,76
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried School Direct,School Centred ITT,15,0
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried School Direct,Higher Education,7,0
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried School Direct,Total,22,1
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried PGTA,School Centred ITT,53,1
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried PGTA,Total,53,1
202526,Academic year,Regional,E92000001,England,E12000002,North West,Undergraduate fee-funded,Higher Education,894,22
202526,Academic year,Regional,E92000001,England,E12000002,North West,Undergraduate fee-funded,Total,894,22
202526,Academic year,Regional,E92000001,England,E12000002,North West,Undergraduate Teacher Degree Apprenticeship,Higher Education,6,0
202526,Academic year,Regional,E92000001,England,E12000002,North West,Undergraduate Teacher Degree Apprenticeship,Total,6,0
202526,Academic year,Regional,E92000001,England,E12000002,North West,PG Salaried Total,Total,75,2
202526,Academic year,Regional,E92000001,England,E12000002,North West,Postgraduate Total,Total,3114,78
202526,Academic year,Regional,E92000001,England,E12000002,North West,Undergraduate Total,Total,900,22
202526,Academic year,Regional,E92000001,England,E12000002,North West,Total,Total,4014,12
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG fee-funded,Higher Education,1658,38
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG fee-funded,School Centred ITT,1140,26
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG fee-funded,Total,2798,64
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried School Direct,School Centred ITT,87,2
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried School Direct,Higher Education,18,0
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried School Direct,Total,105,2
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried PGTA,School Centred ITT,184,4
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried PGTA,Higher Education,356,8
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried PGTA,Total,540,12
202526,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate fee-funded,Higher Education,837,19
202526,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate fee-funded,Total,837,19
202526,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate Teacher Degree Apprenticeship,Higher Education,85,2
202526,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate Teacher Degree Apprenticeship,School Centred ITT,6,0
202526,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate Teacher Degree Apprenticeship,Total,91,2
202526,Academic year,Regional,E92000001,England,E12000008,South East,PG Salaried Total,Total,645,15
202526,Academic year,Regional,E92000001,England,E12000008,South East,Postgraduate Total,Total,3443,79
202526,Academic year,Regional,E92000001,England,E12000008,South East,Undergraduate Total,Total,928,21
202526,Academic year,Regional,E92000001,England,E12000008,South East,Total,Total,4371,14
202526,Academic year,Regional,E92000001,England,E12000009,South West,PG fee-funded,School Centred ITT,748,35
202526,Academic year,Regional,E92000001,England,E12000009,South West,PG fee-funded,Higher Education,909,42
202526,Academic year,Regional,E92000001,England,E12000009,South West,PG fee-funded,Total,1657,77
202526,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried School Direct,School Centred ITT,23,1
202526,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried School Direct,Total,23,1
202526,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried PGTA,School Centred ITT,307,14
202526,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried PGTA,Total,307,14
202526,Academic year,Regional,E92000001,England,E12000009,South West,Undergraduate fee-funded,Higher Education,152,7
202526,Academic year,Regional,E92000001,England,E12000009,South West,Undergraduate fee-funded,Total,152,7
202526,Academic year,Regional,E92000001,England,E12000009,South West,PG Salaried Total,Total,330,15
202526,Academic year,Regional,E92000001,England,E12000009,South West,Postgraduate Total,Total,1987,93
202526,Academic year,Regional,E92000001,England,E12000009,South West,Undergraduate Total,Total,152,7
202526,Academic year,Regional,E92000001,England,E12000009,South West,Total,Total,2139,7
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG fee-funded,School Centred ITT,544,13
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG fee-funded,Higher Education,2578,61
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG fee-funded,Total,3122,74
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried School Direct,Higher Education,35,1
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried School Direct,School Centred ITT,16,0
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried School Direct,Total,51,1
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried PGTA,Higher Education,130,3
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried PGTA,Total,130,3
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate fee-funded,Higher Education,843,20
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate fee-funded,School Centred ITT,23,1
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate fee-funded,Total,866,20
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate Teacher Degree Apprenticeship,Higher Education,59,1
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate Teacher Degree Apprenticeship,Total,59,1
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,PG Salaried Total,Total,181,4
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,Postgraduate Total,Total,3303,78
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,Undergraduate Total,Total,925,22
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Total,4228,13
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG fee-funded,School Centred ITT,2192,43
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG fee-funded,Higher Education,1458,29
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG fee-funded,Total,3650,72
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried School Direct,School Centred ITT,54,1
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried School Direct,Total,54,1
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried PGTA,School Centred ITT,430,9
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried PGTA,Total,430,9
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate fee-funded,Higher Education,909,18
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate fee-funded,Total,909,18
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate Teacher Degree Apprenticeship,Higher Education,5,0
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate Teacher Degree Apprenticeship,Total,5,0
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,PG Salaried Total,Total,484,10
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Postgraduate Total,Total,4134,82
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Undergraduate Total,Total,914,18
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Total,5048,16
202526,Academic year,National,E92000001,England,E92000001,England,PG fee-funded,School Centred ITT,8648,27
202526,Academic year,National,E92000001,England,E92000001,England,PG fee-funded,Higher Education,13899,43
202526,Academic year,National,E92000001,England,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,1426,4
202526,Academic year,National,E92000001,England,E92000001,England,PG Salaried School Direct,School Centred ITT,573,2
202526,Academic year,National,E92000001,England,E92000001,England,PG Salaried School Direct,Higher Education,70,0
202526,Academic year,National,E92000001,England,E92000001,England,PG Salaried PGTA,School Centred ITT,1428,4
202526,Academic year,National,E92000001,England,E92000001,England,PG Salaried PGTA,Higher Education,576,2
202526,Academic year,National,E92000001,England,E92000001,England,Undergraduate fee-funded,Higher Education,5314,17
202526,Academic year,National,E92000001,England,E92000001,England,Undergraduate fee-funded,School Centred ITT,60,0
202526,Academic year,National,E92000001,England,E92000001,England,Undergraduate Teacher Degree Apprenticeship,School Centred ITT,6,0
202526,Academic year,National,E92000001,England,E92000001,England,Undergraduate Teacher Degree Apprenticeship,Higher Education,175,1
202526,Academic year,National,E92000001,England,E92000001,England,PG Salaried Total,Total,4073,13
202526,Academic year,National,E92000001,England,E92000001,England,Postgraduate Total,Total,26620,83
202526,Academic year,National,E92000001,England,E92000001,England,Undergraduate Total,Total,5555,17
202526,Academic year,National,E92000001,England,E92000001,England,Total,Total,32175,100
