time_period,time_identifier,geographic_level,country_code,country_name,itt_subject,itt_route,institution_type,breakdown_topic,breakdown,trainee_number,trainee_percentage
202122,Academic year,National,E92000001,England,Biology,PG Salaried PGTA,SCITT,Degree Class,Upper Second,5,71
202122,Academic year,National,E92000001,England,Biology,PG Salaried PGTA,SCITT,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Biology,PG Salaried PGTA,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Biology,Postgraduate Total,Total,Degree Class,Total Known,878,100
202122,Academic year,National,E92000001,England,Biology,Postgraduate Total,Total,Degree Class,First,261,30
202122,Academic year,National,E92000001,England,Biology,Postgraduate Total,Total,Degree Class,Upper Second,423,48
202122,Academic year,National,E92000001,England,Biology,Postgraduate Total,Total,Degree Class,Lower Second,164,19
202122,Academic year,National,E92000001,England,Biology,Postgraduate Total,Total,Degree Class,Other,30,3
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,SCITT,Degree Class,Total Known,99,100
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,SCITT,Degree Class,First,26,26
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,SCITT,Degree Class,Upper Second,44,44
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,SCITT,Degree Class,Lower Second,22,22
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,SCITT,Degree Class,Other,7,7
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,HEI,Degree Class,Total Known,180,100
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,HEI,Degree Class,First,41,23
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,HEI,Degree Class,Upper Second,94,52
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,HEI,Degree Class,Lower Second,34,19
202122,Academic year,National,E92000001,England,Business Studies,PG fee-funded,HEI,Degree Class,Other,11,6
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,SCITT,Degree Class,Total Known,34,100
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,SCITT,Degree Class,First,12,35
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,SCITT,Degree Class,Upper Second,20,59
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,SCITT,Degree Class,Lower Second,2,6
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,SCITT,Degree Class,Total Known,7,100
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,SCITT,Degree Class,First,3,43
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,SCITT,Degree Class,Upper Second,4,57
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,SCITT,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,HEI,Degree Class,Total Known,1,100
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,HEI,Degree Class,First,1,100
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,HEI,Degree Class,Upper Second,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,HEI,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,SCITT,Degree Class,Total Known,6,100
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,SCITT,Degree Class,First,2,33
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,SCITT,Degree Class,Upper Second,3,50
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,SCITT,Degree Class,Lower Second,1,17
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,HEI,Degree Class,Total Known,1,100
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,HEI,Degree Class,First,1,100
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,HEI,Degree Class,Upper Second,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,HEI,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Business Studies,Postgraduate Total,Total,Degree Class,Total Known,328,100
202122,Academic year,National,E92000001,England,Business Studies,Postgraduate Total,Total,Degree Class,First,86,26
202122,Academic year,National,E92000001,England,Business Studies,Postgraduate Total,Total,Degree Class,Upper Second,165,50
202122,Academic year,National,E92000001,England,Business Studies,Postgraduate Total,Total,Degree Class,Lower Second,59,18
202122,Academic year,National,E92000001,England,Business Studies,Postgraduate Total,Total,Degree Class,Other,18,5
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,HEI,Degree Class,Total Known,596,100
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,HEI,Degree Class,First,199,33
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,HEI,Degree Class,Upper Second,267,45
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,HEI,Degree Class,Lower Second,100,17
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,HEI,Degree Class,Other,30,5
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,SCITT,Degree Class,Total Known,313,100
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,SCITT,Degree Class,First,96,31
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,SCITT,Degree Class,Upper Second,137,44
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,SCITT,Degree Class,Lower Second,65,21
202122,Academic year,National,E92000001,England,Chemistry,PG fee-funded,SCITT,Degree Class,Other,15,5
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,SCITT,Degree Class,Total Known,58,100
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,SCITT,Degree Class,First,22,38
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,SCITT,Degree Class,Upper Second,28,48
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,SCITT,Degree Class,Lower Second,8,14
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,HEI,Degree Class,Total Known,7,100
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,HEI,Degree Class,First,2,29
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,HEI,Degree Class,Upper Second,1,14
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,HEI,Degree Class,Lower Second,2,29
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,HEI,Degree Class,Other,2,29
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,SCITT,Degree Class,Total Known,15,100
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,SCITT,Degree Class,First,4,27
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,SCITT,Degree Class,Upper Second,4,27
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,SCITT,Degree Class,Lower Second,3,20
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,SCITT,Degree Class,Other,4,27
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,SCITT,Degree Class,Total Known,10,100
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,SCITT,Degree Class,First,1,10
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,SCITT,Degree Class,Upper Second,5,50
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,SCITT,Degree Class,Lower Second,1,10
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,SCITT,Degree Class,Other,3,30
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,HEI,Degree Class,Total Known,1,100
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,HEI,Degree Class,First,0,0
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,HEI,Degree Class,Upper Second,1,100
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,HEI,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Chemistry,Postgraduate Total,Total,Degree Class,Total Known,1000,100
202122,Academic year,National,E92000001,England,Chemistry,Postgraduate Total,Total,Degree Class,First,324,32
202122,Academic year,National,E92000001,England,Chemistry,Postgraduate Total,Total,Degree Class,Upper Second,443,44
202122,Academic year,National,E92000001,England,Chemistry,Postgraduate Total,Total,Degree Class,Lower Second,179,18
202122,Academic year,National,E92000001,England,Chemistry,Postgraduate Total,Total,Degree Class,Other,54,5
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,SCITT,Degree Class,Total Known,9,100
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,SCITT,Degree Class,First,3,33
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,SCITT,Degree Class,Upper Second,6,67
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,SCITT,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,HEI,Degree Class,Total Known,47,100
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,HEI,Degree Class,First,18,38
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,HEI,Degree Class,Upper Second,23,49
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,HEI,Degree Class,Lower Second,3,6
202122,Academic year,National,E92000001,England,Classics,PG fee-funded,HEI,Degree Class,Other,3,6
202122,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,SCITT,Degree Class,Total Known,1,100
202122,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,SCITT,Degree Class,First,1,100
202122,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,SCITT,Degree Class,Upper Second,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,SCITT,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried PGTA,SCITT,Degree Class,Total Known,3,100
202122,Academic year,National,E92000001,England,Classics,PG Salaried PGTA,SCITT,Degree Class,First,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried PGTA,SCITT,Degree Class,Upper Second,3,100
202122,Academic year,National,E92000001,England,Classics,PG Salaried PGTA,SCITT,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried PGTA,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Classics,Postgraduate Total,Total,Degree Class,Total Known,60,100
202122,Academic year,National,E92000001,England,Classics,Postgraduate Total,Total,Degree Class,First,22,37
202122,Academic year,National,E92000001,England,Classics,Postgraduate Total,Total,Degree Class,Upper Second,32,53
202122,Academic year,National,E92000001,England,Classics,Postgraduate Total,Total,Degree Class,Lower Second,3,5
202122,Academic year,National,E92000001,England,Classics,Postgraduate Total,Total,Degree Class,Other,3,5
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,HEI,Degree Class,Total Known,321,100
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,HEI,Degree Class,First,81,25
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,HEI,Degree Class,Upper Second,124,39
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,HEI,Degree Class,Lower Second,103,32
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,HEI,Degree Class,Other,13,4
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,SCITT,Degree Class,Total Known,159,100
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,SCITT,Degree Class,First,40,25
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,SCITT,Degree Class,Upper Second,59,37
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,SCITT,Degree Class,Lower Second,51,32
202122,Academic year,National,E92000001,England,Computing,PG fee-funded,SCITT,Degree Class,Other,9,6
202122,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,SCITT,Degree Class,Total Known,26,100
202122,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,SCITT,Degree Class,First,9,35
202122,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,SCITT,Degree Class,Upper Second,11,42
202122,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,SCITT,Degree Class,Lower Second,6,23
202122,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,HEI,Degree Class,Total Known,3,100
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,HEI,Degree Class,First,1,33
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,HEI,Degree Class,Upper Second,2,67
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,HEI,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,SCITT,Degree Class,Total Known,7,100
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,SCITT,Degree Class,First,3,43
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,SCITT,Degree Class,Upper Second,2,29
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,SCITT,Degree Class,Lower Second,2,29
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,HEI,Degree Class,Total Known,2,100
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,HEI,Degree Class,First,0,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,HEI,Degree Class,Upper Second,2,100
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,HEI,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,SCITT,Degree Class,Total Known,4,100
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,SCITT,Degree Class,First,2,50
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,SCITT,Degree Class,Upper Second,1,25
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,SCITT,Degree Class,Lower Second,1,25
202122,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Computing,Postgraduate Total,Total,Degree Class,Total Known,522,100
202122,Academic year,National,E92000001,England,Computing,Postgraduate Total,Total,Degree Class,First,136,26
202122,Academic year,National,E92000001,England,Computing,Postgraduate Total,Total,Degree Class,Upper Second,201,39
202122,Academic year,National,E92000001,England,Computing,Postgraduate Total,Total,Degree Class,Lower Second,163,31
202122,Academic year,National,E92000001,England,Computing,Postgraduate Total,Total,Degree Class,Other,22,4
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,HEI,Degree Class,Total Known,182,100
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,HEI,Degree Class,First,36,20
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,HEI,Degree Class,Upper Second,85,47
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,HEI,Degree Class,Lower Second,48,26
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,HEI,Degree Class,Other,13,7
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,SCITT,Degree Class,Total Known,94,100
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,SCITT,Degree Class,First,24,26
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,SCITT,Degree Class,Upper Second,46,49
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,SCITT,Degree Class,Lower Second,18,19
202122,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,SCITT,Degree Class,Other,6,6
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,SCITT,Degree Class,Total Known,23,100
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,SCITT,Degree Class,First,4,17
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,SCITT,Degree Class,Upper Second,14,61
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,SCITT,Degree Class,Lower Second,5,22
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,SCITT,Degree Class,Total Known,9,100
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,SCITT,Degree Class,First,2,22
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,SCITT,Degree Class,Upper Second,7,78
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,SCITT,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,HEI,Degree Class,Total Known,4,100
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,HEI,Degree Class,First,2,50
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,HEI,Degree Class,Upper Second,1,25
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,HEI,Degree Class,Lower Second,1,25
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,HEI,Degree Class,Total Known,5,100
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,HEI,Degree Class,First,0,0
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,HEI,Degree Class,Upper Second,2,40
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,HEI,Degree Class,Lower Second,2,40
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,HEI,Degree Class,Other,1,20
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,SCITT,Degree Class,Total Known,13,100
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,SCITT,Degree Class,First,4,31
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,SCITT,Degree Class,Upper Second,6,46
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,SCITT,Degree Class,Lower Second,2,15
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,SCITT,Degree Class,Other,1,8
202122,Academic year,National,E92000001,England,Design & Technology,Postgraduate Total,Total,Degree Class,Total Known,330,100
202122,Academic year,National,E92000001,England,Design & Technology,Postgraduate Total,Total,Degree Class,First,72,22
202122,Academic year,National,E92000001,England,Design & Technology,Postgraduate Total,Total,Degree Class,Upper Second,161,49
202122,Academic year,National,E92000001,England,Design & Technology,Postgraduate Total,Total,Degree Class,Lower Second,76,23
202122,Academic year,National,E92000001,England,Design & Technology,Postgraduate Total,Total,Degree Class,Other,21,6
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,HEI,Degree Class,Total Known,312,100
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,HEI,Degree Class,First,101,32
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,HEI,Degree Class,Upper Second,177,57
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,HEI,Degree Class,Lower Second,26,8
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,HEI,Degree Class,Other,8,3
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,SCITT,Degree Class,Total Known,144,100
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,SCITT,Degree Class,First,42,29
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,SCITT,Degree Class,Upper Second,83,58
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,SCITT,Degree Class,Lower Second,12,8
202122,Academic year,National,E92000001,England,Drama,PG fee-funded,SCITT,Degree Class,Other,7,5
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,HEI,Degree Class,Total Known,3,100
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,HEI,Degree Class,First,3,100
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,HEI,Degree Class,Upper Second,0,0
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,HEI,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,SCITT,Degree Class,Total Known,11,100
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,SCITT,Degree Class,First,3,27
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,SCITT,Degree Class,Upper Second,6,55
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,SCITT,Degree Class,Lower Second,1,9
202122,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,SCITT,Degree Class,Other,1,9
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,HEI,Degree Class,Total Known,1,100
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,HEI,Degree Class,First,0,0
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,HEI,Degree Class,Upper Second,1,100
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,HEI,Degree Class,Lower Second,0,0
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,SCITT,Degree Class,Total Known,8,100
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,SCITT,Degree Class,First,3,38
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,SCITT,Degree Class,Upper Second,4,50
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,SCITT,Degree Class,Lower Second,1,13
202122,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,Drama,Postgraduate Total,Total,Degree Class,Total Known,479,100
202122,Academic year,National,E92000001,England,Drama,Postgraduate Total,Total,Degree Class,First,152,32
202122,Academic year,National,E92000001,England,Drama,Postgraduate Total,Total,Degree Class,Upper Second,271,57
202122,Academic year,National,E92000001,England,Drama,Postgraduate Total,Total,Degree Class,Lower Second,40,8
202122,Academic year,National,E92000001,England,Drama,Postgraduate Total,Total,Degree Class,Other,16,3
202122,Academic year,National,E92000001,England,English,PG fee-funded,SCITT,Degree Class,Total Known,490,100
202122,Academic year,National,E92000001,England,English,PG fee-funded,SCITT,Degree Class,First,112,23
202122,Academic year,National,E92000001,England,English,PG fee-funded,SCITT,Degree Class,Upper Second,292,60
202122,Academic year,National,E92000001,England,English,PG fee-funded,SCITT,Degree Class,Lower Second,76,16
202122,Academic year,National,E92000001,England,English,PG fee-funded,SCITT,Degree Class,Other,10,2
202122,Academic year,National,E92000001,England,English,PG fee-funded,HEI,Degree Class,Total Known,1281,100
202122,Academic year,National,E92000001,England,English,PG fee-funded,HEI,Degree Class,First,286,22
202122,Academic year,National,E92000001,England,English,PG fee-funded,HEI,Degree Class,Upper Second,750,59
202122,Academic year,National,E92000001,England,English,PG fee-funded,HEI,Degree Class,Lower Second,202,16
202122,Academic year,National,E92000001,England,English,PG fee-funded,HEI,Degree Class,Other,43,3
202122,Academic year,National,E92000001,England,English,PG Salaried High Potential ITT,SCITT,Degree Class,Total Known,307,100
202122,Academic year,National,E92000001,England,English,PG Salaried High Potential ITT,SCITT,Degree Class,First,96,31
202122,Academic year,National,E92000001,England,English,PG Salaried High Potential ITT,SCITT,Degree Class,Upper Second,199,65
202122,Academic year,National,E92000001,England,English,PG Salaried High Potential ITT,SCITT,Degree Class,Lower Second,12,4
202122,Academic year,National,E92000001,England,English,PG Salaried High Potential ITT,SCITT,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,HEI,Degree Class,Total Known,31,100
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,HEI,Degree Class,First,8,26
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,HEI,Degree Class,Upper Second,18,58
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,HEI,Degree Class,Lower Second,5,16
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,HEI,Degree Class,Other,0,0
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,SCITT,Degree Class,Total Known,28,100
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,SCITT,Degree Class,First,10,36
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,SCITT,Degree Class,Upper Second,10,36
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,SCITT,Degree Class,Lower Second,6,21
202122,Academic year,National,E92000001,England,English,PG Salaried School Direct,SCITT,Degree Class,Other,2,7
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,SCITT,Degree Class,Total Known,74,100
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,SCITT,Degree Class,First,18,24
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,SCITT,Degree Class,Upper Second,40,54
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,SCITT,Degree Class,Lower Second,11,15
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,SCITT,Degree Class,Other,5,7
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,HEI,Degree Class,Total Known,8,100
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,HEI,Degree Class,First,2,25
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,HEI,Degree Class,Upper Second,2,25
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,HEI,Degree Class,Lower Second,3,38
202122,Academic year,National,E92000001,England,English,PG Salaried PGTA,HEI,Degree Class,Other,1,13
202122,Academic year,National,E92000001,England,English,Postgraduate Total,Total,Degree Class,Total Known,2219,100
202122,Academic year,National,E92000001,England,English,Postgraduate Total,Total,Degree Class,First,532,24
202122,Academic year,National,E92000001,England,English,Postgraduate Total,Total,Degree Class,Upper Second,1311,59
202122,Academic year,National,E92000001,England,English,Postgraduate Total,Total,Degree Class,Lower Second,315,14
202122,Academic year,National,E92000001,England,English,Postgraduate Total,Total,Degree Class,Other,61,3
202122,Academic year,National,E92000001,England,Geography,PG fee-funded,SCITT,Degree Class,Total Known,113,100
202122,Academic year,National,E92000001,England,Geography,PG fee-funded,SCITT,Degree Class,First,22,19
202122,Academic year,National,E92000001,England,Geography,PG fee-funded,SCITT,Degree Class,Upper Second,65,58
202122,Academic year,National,E92000001,England,Geography,PG fee-funded,SCITT,Degree Class,Lower Second,23,20
202122,Academic year,National,E92000001,England,Geography,PG fee-funded,SCITT,Degree Class,Other,3,3
202122,Academic year,National,E92000001,England,Geography,PG fee-funded,HEI,Degree Class,Total Known,372,100
202122,Academic year,National,E92000001,England,Geography,PG fee-funded,HEI,Degree Class,First,90,24
