time_period,time_identifier,geographic_level,country_code,country_name,itt_subject,breakdown_topic,breakdown,trainee_number,trainee_percentage
202021,Academic year,National,E92000001,England,Mathematics,PG Fee-Funded,School Centred ITT,685,24
202021,Academic year,National,E92000001,England,Mathematics,PG Fee-Funded,Total,2427,86
202021,Academic year,National,E92000001,England,Mathematics,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,3,0
202021,Academic year,National,E92000001,England,Mathematics,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,12,0
202021,Academic year,National,E92000001,England,Mathematics,PG Salaried Postgraduate Teaching Apprenticeship,Total,15,1
202021,Academic year,National,E92000001,England,Mathematics,PG Salaried School Direct,Higher Education Institution,34,1
202021,Academic year,National,E92000001,England,Mathematics,PG Salaried School Direct,School Centred ITT,103,4
202021,Academic year,National,E92000001,England,Mathematics,PG Salaried School Direct,Total,137,5
202021,Academic year,National,E92000001,England,Mathematics,Undergraduate Fee-Funded,Total,238,100
202021,Academic year,National,E92000001,England,Mathematics,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,Mathematics,Undergraduate Total,Total,238,8
202021,Academic year,National,E92000001,England,Mathematics,Postgraduate Salaried Total,Total,396,14
202021,Academic year,National,E92000001,England,Mathematics,Postgraduate Total,Total,2823,92
202021,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,1658,100
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried High Potential ITT,Higher Education Institution,98,6
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried High Potential ITT,School Centred ITT,0,0
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried High Potential ITT,Total,98,6
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Fee-Funded,Higher Education Institution,1078,66
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Fee-Funded,School Centred ITT,451,27
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Fee-Funded,Total,1529,93
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,0,0
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,3,0
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried Postgraduate Teaching Apprenticeship,Total,3,0
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,Higher Education Institution,4,0
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,School Centred ITT,10,1
202021,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,Total,14,1
202021,Academic year,National,E92000001,England,Modern Foreign Languages,Undergraduate Fee-Funded,Total,14,100
202021,Academic year,National,E92000001,England,Modern Foreign Languages,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,Modern Foreign Languages,Undergraduate Total,Total,14,1
202021,Academic year,National,E92000001,England,Modern Foreign Languages,Postgraduate Salaried Total,Total,115,7
202021,Academic year,National,E92000001,England,Modern Foreign Languages,Postgraduate Total,Total,1644,99
202021,Academic year,National,E92000001,England,Music,Total,Total,478,100
202021,Academic year,National,E92000001,England,Music,PG Salaried High Potential ITT,Higher Education Institution,18,4
202021,Academic year,National,E92000001,England,Music,PG Salaried High Potential ITT,School Centred ITT,0,0
202021,Academic year,National,E92000001,England,Music,PG Salaried High Potential ITT,Total,18,4
202021,Academic year,National,E92000001,England,Music,PG Fee-Funded,Higher Education Institution,298,62
202021,Academic year,National,E92000001,England,Music,PG Fee-Funded,School Centred ITT,129,27
202021,Academic year,National,E92000001,England,Music,PG Fee-Funded,Total,427,89
202021,Academic year,National,E92000001,England,Music,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,0,0
202021,Academic year,National,E92000001,England,Music,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,2,0
202021,Academic year,National,E92000001,England,Music,PG Salaried Postgraduate Teaching Apprenticeship,Total,2,0
202021,Academic year,National,E92000001,England,Music,PG Salaried School Direct,Higher Education Institution,11,2
202021,Academic year,National,E92000001,England,Music,PG Salaried School Direct,School Centred ITT,20,4
202021,Academic year,National,E92000001,England,Music,PG Salaried School Direct,Total,31,6
202021,Academic year,National,E92000001,England,Music,Undergraduate Fee-Funded,Total,0,null
202021,Academic year,National,E92000001,England,Music,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202021,Academic year,National,E92000001,England,Music,Undergraduate Total,Total,0,0
202021,Academic year,National,E92000001,England,Music,Postgraduate Salaried Total,Total,51,11
202021,Academic year,National,E92000001,England,Music,Postgraduate Total,Total,478,100
202021,Academic year,National,E92000001,England,Other,Total,Total,404,100
202021,Academic year,National,E92000001,England,Other,PG Salaried High Potential ITT,Higher Education Institution,0,0
202021,Academic year,National,E92000001,England,Other,PG Salaried High Potential ITT,School Centred ITT,0,0
202021,Academic year,National,E92000001,England,Other,PG Salaried High Potential ITT,Total,0,0
202021,Academic year,National,E92000001,England,Other,PG Fee-Funded,Higher Education Institution,297,74
202021,Academic year,National,E92000001,England,Other,PG Fee-Funded,School Centred ITT,93,23
202021,Academic year,National,E92000001,England,Other,PG Fee-Funded,Total,390,97
202021,Academic year,National,E92000001,England,Other,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,1,0
202021,Academic year,National,E92000001,England,Other,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,2,0
202021,Academic year,National,E92000001,England,Other,PG Salaried Postgraduate Teaching Apprenticeship,Total,3,1
202021,Academic year,National,E92000001,England,Other,PG Salaried School Direct,Higher Education Institution,2,0
202021,Academic year,National,E92000001,England,Other,PG Salaried School Direct,School Centred ITT,9,2
202021,Academic year,National,E92000001,England,Other,PG Salaried School Direct,Total,11,3
202021,Academic year,National,E92000001,England,Other,Undergraduate Fee-Funded,Total,0,null
202021,Academic year,National,E92000001,England,Other,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202021,Academic year,National,E92000001,England,Other,Undergraduate Total,Total,0,0
202021,Academic year,National,E92000001,England,Other,Postgraduate Salaried Total,Total,14,3
202021,Academic year,National,E92000001,England,Other,Postgraduate Total,Total,404,100
202021,Academic year,National,E92000001,England,Physical Education,Total,Total,1792,100
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried High Potential ITT,Higher Education Institution,0,0
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried High Potential ITT,School Centred ITT,0,0
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried High Potential ITT,Total,0,0
202021,Academic year,National,E92000001,England,Physical Education,PG Fee-Funded,Higher Education Institution,1107,67
202021,Academic year,National,E92000001,England,Physical Education,PG Fee-Funded,School Centred ITT,510,31
202021,Academic year,National,E92000001,England,Physical Education,PG Fee-Funded,Total,1617,98
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,6,0
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,8,0
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried Postgraduate Teaching Apprenticeship,Total,14,1
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,Higher Education Institution,3,0
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,School Centred ITT,15,1
202021,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,Total,18,1
202021,Academic year,National,E92000001,England,Physical Education,Undergraduate Fee-Funded,Total,143,100
202021,Academic year,National,E92000001,England,Physical Education,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,Physical Education,Undergraduate Total,Total,143,8
202021,Academic year,National,E92000001,England,Physical Education,Postgraduate Salaried Total,Total,32,2
202021,Academic year,National,E92000001,England,Physical Education,Postgraduate Total,Total,1649,92
202021,Academic year,National,E92000001,England,Physics,Total,Total,517,100
202021,Academic year,National,E92000001,England,Physics,PG Salaried High Potential ITT,Higher Education Institution,16,3
202021,Academic year,National,E92000001,England,Physics,PG Salaried High Potential ITT,School Centred ITT,0,0
202021,Academic year,National,E92000001,England,Physics,PG Salaried High Potential ITT,Total,16,3
202021,Academic year,National,E92000001,England,Physics,PG Fee-Funded,Higher Education Institution,319,62
202021,Academic year,National,E92000001,England,Physics,PG Fee-Funded,School Centred ITT,151,29
202021,Academic year,National,E92000001,England,Physics,PG Fee-Funded,Total,470,91
202021,Academic year,National,E92000001,England,Physics,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,0,0
202021,Academic year,National,E92000001,England,Physics,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,2,0
202021,Academic year,National,E92000001,England,Physics,PG Salaried Postgraduate Teaching Apprenticeship,Total,2,0
202021,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,Higher Education Institution,6,1
202021,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,School Centred ITT,20,4
202021,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,Total,26,5
202021,Academic year,National,E92000001,England,Physics,Undergraduate Fee-Funded,Total,3,100
202021,Academic year,National,E92000001,England,Physics,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,Physics,Undergraduate Total,Total,3,1
202021,Academic year,National,E92000001,England,Physics,Postgraduate Salaried Total,Total,44,9
202021,Academic year,National,E92000001,England,Physics,Postgraduate Total,Total,514,99
202021,Academic year,National,E92000001,England,Religious Education,Total,Total,685,100
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried High Potential ITT,Higher Education Institution,32,5
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried High Potential ITT,School Centred ITT,0,0
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried High Potential ITT,Total,32,5
202021,Academic year,National,E92000001,England,Religious Education,PG Fee-Funded,Higher Education Institution,472,70
202021,Academic year,National,E92000001,England,Religious Education,PG Fee-Funded,School Centred ITT,119,18
202021,Academic year,National,E92000001,England,Religious Education,PG Fee-Funded,Total,591,88
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,2,0
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,1,0
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried Postgraduate Teaching Apprenticeship,Total,3,0
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried School Direct,Higher Education Institution,14,2
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried School Direct,School Centred ITT,31,5
202021,Academic year,National,E92000001,England,Religious Education,PG Salaried School Direct,Total,45,7
202021,Academic year,National,E92000001,England,Religious Education,Undergraduate Fee-Funded,Total,14,100
202021,Academic year,National,E92000001,England,Religious Education,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,Religious Education,Undergraduate Total,Total,14,2
202021,Academic year,National,E92000001,England,Religious Education,Postgraduate Salaried Total,Total,80,12
202021,Academic year,National,E92000001,England,Religious Education,Postgraduate Total,Total,671,98
202021,Academic year,National,E92000001,England,Primary,Total,Total,19862,100
202021,Academic year,National,E92000001,England,Primary,PG Salaried High Potential ITT,Higher Education Institution,343,2
202021,Academic year,National,E92000001,England,Primary,PG Salaried High Potential ITT,School Centred ITT,0,0
202021,Academic year,National,E92000001,England,Primary,PG Salaried High Potential ITT,Total,343,2
202021,Academic year,National,E92000001,England,Primary,PG Fee-Funded,Higher Education Institution,9303,64
202021,Academic year,National,E92000001,England,Primary,PG Fee-Funded,School Centred ITT,3200,22
202021,Academic year,National,E92000001,England,Primary,PG Fee-Funded,Total,12503,86
202021,Academic year,National,E92000001,England,Primary,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,112,1
202021,Academic year,National,E92000001,England,Primary,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,157,1
202021,Academic year,National,E92000001,England,Primary,PG Salaried Postgraduate Teaching Apprenticeship,Total,269,2
202021,Academic year,National,E92000001,England,Primary,PG Salaried School Direct,Higher Education Institution,601,4
202021,Academic year,National,E92000001,England,Primary,PG Salaried School Direct,School Centred ITT,881,6
202021,Academic year,National,E92000001,England,Primary,PG Salaried School Direct,Total,1482,10
202021,Academic year,National,E92000001,England,Primary,Undergraduate Fee-Funded,Total,5265,100
202021,Academic year,National,E92000001,England,Primary,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,Primary,Undergraduate Total,Total,5265,27
202021,Academic year,National,E92000001,England,Primary,Postgraduate Salaried Total,Total,2094,14
202021,Academic year,National,E92000001,England,Primary,Postgraduate Total,Total,14597,73
202021,Academic year,National,E92000001,England,Secondary,Total,Total,21091,100
202021,Academic year,National,E92000001,England,Secondary,PG Salaried High Potential ITT,Higher Education Institution,1288,6
202021,Academic year,National,E92000001,England,Secondary,PG Salaried High Potential ITT,School Centred ITT,10,0
202021,Academic year,National,E92000001,England,Secondary,PG Salaried High Potential ITT,Total,1298,6
202021,Academic year,National,E92000001,England,Secondary,PG Fee-Funded,Higher Education Institution,12948,64
202021,Academic year,National,E92000001,England,Secondary,PG Fee-Funded,School Centred ITT,5292,26
202021,Academic year,National,E92000001,England,Secondary,PG Fee-Funded,Total,18240,90
202021,Academic year,National,E92000001,England,Secondary,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,34,0
202021,Academic year,National,E92000001,England,Secondary,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,82,0
202021,Academic year,National,E92000001,England,Secondary,PG Salaried Postgraduate Teaching Apprenticeship,Total,116,1
202021,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,Higher Education Institution,222,1
202021,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,School Centred ITT,490,2
202021,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,Total,712,3
202021,Academic year,National,E92000001,England,Secondary,Undergraduate Fee-Funded,Total,725,100
202021,Academic year,National,E92000001,England,Secondary,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,Secondary,Undergraduate Total,Total,725,3
202021,Academic year,National,E92000001,England,Secondary,Postgraduate Salaried Total,Total,2126,10
202021,Academic year,National,E92000001,England,Secondary,Postgraduate Total,Total,20366,97
202021,Academic year,National,E92000001,England,STEM Subjects,Total,Total,7254,100
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried High Potential ITT,Higher Education Institution,492,7
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried High Potential ITT,School Centred ITT,5,0
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried High Potential ITT,Total,497,7
202021,Academic year,National,E92000001,England,STEM Subjects,PG Fee-Funded,Higher Education Institution,4396,63
202021,Academic year,National,E92000001,England,STEM Subjects,PG Fee-Funded,School Centred ITT,1768,26
202021,Academic year,National,E92000001,England,STEM Subjects,PG Fee-Funded,Total,6164,89
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,15,0
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,28,0
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried Postgraduate Teaching Apprenticeship,Total,43,1
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,Higher Education Institution,61,1
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,School Centred ITT,165,2
202021,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,Total,226,3
202021,Academic year,National,E92000001,England,STEM Subjects,Undergraduate Fee-Funded,Total,324,100
202021,Academic year,National,E92000001,England,STEM Subjects,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,STEM Subjects,Undergraduate Total,Total,324,4
202021,Academic year,National,E92000001,England,STEM Subjects,Postgraduate Salaried Total,Total,766,11
202021,Academic year,National,E92000001,England,STEM Subjects,Postgraduate Total,Total,6930,96
202021,Academic year,National,E92000001,England,Total,Total,Total,40953,100
202021,Academic year,National,E92000001,England,Total,PG Salaried High Potential ITT,Higher Education Institution,1631,5
202021,Academic year,National,E92000001,England,Total,PG Salaried High Potential ITT,School Centred ITT,10,0
202021,Academic year,National,E92000001,England,Total,PG Salaried High Potential ITT,Total,1641,5
202021,Academic year,National,E92000001,England,Total,PG Fee-Funded,Higher Education Institution,22251,64
202021,Academic year,National,E92000001,England,Total,PG Fee-Funded,School Centred ITT,8492,24
202021,Academic year,National,E92000001,England,Total,PG Fee-Funded,Total,30743,88
202021,Academic year,National,E92000001,England,Total,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,146,0
202021,Academic year,National,E92000001,England,Total,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,239,1
202021,Academic year,National,E92000001,England,Total,PG Salaried Postgraduate Teaching Apprenticeship,Total,385,1
202021,Academic year,National,E92000001,England,Total,PG Salaried School Direct,Higher Education Institution,823,2
202021,Academic year,National,E92000001,England,Total,PG Salaried School Direct,School Centred ITT,1371,4
202021,Academic year,National,E92000001,England,Total,PG Salaried School Direct,Total,2194,6
202021,Academic year,National,E92000001,England,Total,Undergraduate Fee-Funded,Total,5990,100
202021,Academic year,National,E92000001,England,Total,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202021,Academic year,National,E92000001,England,Total,Undergraduate Total,Total,5990,15
202021,Academic year,National,E92000001,England,Total,Postgraduate Salaried Total,Total,4220,12
202021,Academic year,National,E92000001,England,Total,Postgraduate Total,Total,34963,85
202122,Academic year,National,E92000001,England,Art & Design,Total,Total,788,100
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried High Potential ITT,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried High Potential ITT,School Centred ITT,0,0
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried High Potential ITT,Total,0,0
202122,Academic year,National,E92000001,England,Art & Design,PG Fee-Funded,Higher Education Institution,504,64
202122,Academic year,National,E92000001,England,Art & Design,PG Fee-Funded,School Centred ITT,253,32
202122,Academic year,National,E92000001,England,Art & Design,PG Fee-Funded,Total,757,96
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,6,1
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,13,2
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried Postgraduate Teaching Apprenticeship,Total,19,2
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,Higher Education Institution,3,0
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,School Centred ITT,9,1
202122,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,Total,12,2
202122,Academic year,National,E92000001,England,Art & Design,Undergraduate Fee-Funded,Total,0,null
202122,Academic year,National,E92000001,England,Art & Design,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202122,Academic year,National,E92000001,England,Art & Design,Undergraduate Total,Total,0,0
202122,Academic year,National,E92000001,England,Art & Design,Postgraduate Salaried Total,Total,31,4
202122,Academic year,National,E92000001,England,Art & Design,Postgraduate Total,Total,788,100
202122,Academic year,National,E92000001,England,Biology,Total,Total,944,100
202122,Academic year,National,E92000001,England,Biology,PG Salaried High Potential ITT,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Biology,PG Salaried High Potential ITT,School Centred ITT,172,19
202122,Academic year,National,E92000001,England,Biology,PG Salaried High Potential ITT,Total,172,19
202122,Academic year,National,E92000001,England,Biology,PG Fee-Funded,Higher Education Institution,512,56
202122,Academic year,National,E92000001,England,Biology,PG Fee-Funded,School Centred ITT,206,22
202122,Academic year,National,E92000001,England,Biology,PG Fee-Funded,Total,718,78
202122,Academic year,National,E92000001,England,Biology,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Biology,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,7,1
202122,Academic year,National,E92000001,England,Biology,PG Salaried Postgraduate Teaching Apprenticeship,Total,7,1
202122,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,Higher Education Institution,9,1
202122,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,School Centred ITT,12,1
202122,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,Total,21,2
202122,Academic year,National,E92000001,England,Biology,Undergraduate Fee-Funded,Total,26,100
202122,Academic year,National,E92000001,England,Biology,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202122,Academic year,National,E92000001,England,Biology,Undergraduate Total,Total,26,3
202122,Academic year,National,E92000001,England,Biology,Postgraduate Salaried Total,Total,200,22
202122,Academic year,National,E92000001,England,Biology,Postgraduate Total,Total,918,97
202122,Academic year,National,E92000001,England,Business Studies,Total,Total,342,100
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,School Centred ITT,35,10
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,Total,35,10
202122,Academic year,National,E92000001,England,Business Studies,PG Fee-Funded,Higher Education Institution,185,54
202122,Academic year,National,E92000001,England,Business Studies,PG Fee-Funded,School Centred ITT,106,31
202122,Academic year,National,E92000001,England,Business Studies,PG Fee-Funded,Total,291,85
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,1,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,6,2
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried Postgraduate Teaching Apprenticeship,Total,7,2
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,Higher Education Institution,1,0
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,School Centred ITT,8,2
202122,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,Total,9,3
202122,Academic year,National,E92000001,England,Business Studies,Undergraduate Fee-Funded,Total,0,null
202122,Academic year,National,E92000001,England,Business Studies,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202122,Academic year,National,E92000001,England,Business Studies,Undergraduate Total,Total,0,0
202122,Academic year,National,E92000001,England,Business Studies,Postgraduate Salaried Total,Total,51,15
202122,Academic year,National,E92000001,England,Business Studies,Postgraduate Total,Total,342,100
202122,Academic year,National,E92000001,England,Chemistry,Total,Total,1076,100
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,School Centred ITT,62,6
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,Total,62,6
202122,Academic year,National,E92000001,England,Chemistry,PG Fee-Funded,Higher Education Institution,629,59
202122,Academic year,National,E92000001,England,Chemistry,PG Fee-Funded,School Centred ITT,343,32
202122,Academic year,National,E92000001,England,Chemistry,PG Fee-Funded,Total,972,91
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,1,0
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,10,1
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried Postgraduate Teaching Apprenticeship,Total,11,1
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,Higher Education Institution,7,1
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,School Centred ITT,18,2
202122,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,Total,25,2
202122,Academic year,National,E92000001,England,Chemistry,Undergraduate Fee-Funded,Total,6,100
202122,Academic year,National,E92000001,England,Chemistry,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202122,Academic year,National,E92000001,England,Chemistry,Undergraduate Total,Total,6,1
202122,Academic year,National,E92000001,England,Chemistry,Postgraduate Salaried Total,Total,98,9
202122,Academic year,National,E92000001,England,Chemistry,Postgraduate Total,Total,1070,99
202122,Academic year,National,E92000001,England,Classics,Total,Total,61,100
202122,Academic year,National,E92000001,England,Classics,PG Salaried High Potential ITT,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried High Potential ITT,School Centred ITT,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried High Potential ITT,Total,0,0
202122,Academic year,National,E92000001,England,Classics,PG Fee-Funded,Higher Education Institution,48,79
202122,Academic year,National,E92000001,England,Classics,PG Fee-Funded,School Centred ITT,9,15
202122,Academic year,National,E92000001,England,Classics,PG Fee-Funded,Total,57,93
202122,Academic year,National,E92000001,England,Classics,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,3,5
202122,Academic year,National,E92000001,England,Classics,PG Salaried Postgraduate Teaching Apprenticeship,Total,3,5
202122,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,School Centred ITT,1,2
202122,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,Total,1,2
202122,Academic year,National,E92000001,England,Classics,Undergraduate Fee-Funded,Total,0,null
202122,Academic year,National,E92000001,England,Classics,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202122,Academic year,National,E92000001,England,Classics,Undergraduate Total,Total,0,0
202122,Academic year,National,E92000001,England,Classics,Postgraduate Salaried Total,Total,4,7
202122,Academic year,National,E92000001,England,Classics,Postgraduate Total,Total,61,100
202122,Academic year,National,E92000001,England,Computing,Total,Total,565,100
202122,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,School Centred ITT,28,5
202122,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,Total,28,5
202122,Academic year,National,E92000001,England,Computing,PG Fee-Funded,Higher Education Institution,336,61
202122,Academic year,National,E92000001,England,Computing,PG Fee-Funded,School Centred ITT,169,31
202122,Academic year,National,E92000001,England,Computing,PG Fee-Funded,Total,505,91
202122,Academic year,National,E92000001,England,Computing,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,2,0
202122,Academic year,National,E92000001,England,Computing,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,6,1
202122,Academic year,National,E92000001,England,Computing,PG Salaried Postgraduate Teaching Apprenticeship,Total,8,1
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,Higher Education Institution,3,1
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,School Centred ITT,9,2
202122,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,Total,12,2
202122,Academic year,National,E92000001,England,Computing,Undergraduate Fee-Funded,Total,12,100
202122,Academic year,National,E92000001,England,Computing,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202122,Academic year,National,E92000001,England,Computing,Undergraduate Total,Total,12,2
202122,Academic year,National,E92000001,England,Computing,Postgraduate Salaried Total,Total,48,9
202122,Academic year,National,E92000001,England,Computing,Postgraduate Total,Total,553,98
202122,Academic year,National,E92000001,England,Design & Technology,Total,Total,342,100
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,Higher Education Institution,0,0
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,School Centred ITT,23,7
202122,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,Total,23,7
202122,Academic year,National,E92000001,England,Design & Technology,PG Fee-Funded,Higher Education Institution,185,55
