time_period,time_identifier,geographic_level,country_code,country_name,itt_subject,breakdown_topic,breakdown,trainee_number,trainee_percentage
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried High Potential ITT,Total,68,9
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Fee-Funded,Higher Education Institution,478,63
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Fee-Funded,School Centred ITT,191,25
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Fee-Funded,Total,669,88
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,6,1
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried Postgraduate Teaching Apprenticeship,Total,6,1
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,Higher Education Institution,5,1
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,School Centred ITT,15,2
202223,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,Total,20,3
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Undergraduate Fee-Funded,Total,3,100
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Undergraduate Total,Total,3,0
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Postgraduate Salaried Total,Total,94,12
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Postgraduate Total,Total,763,100
202223,Academic year,National,E92000001,England,Music,Total,Total,318,100
202223,Academic year,National,E92000001,England,Music,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Music,PG Salaried High Potential ITT,School Centred ITT,42,13
202223,Academic year,National,E92000001,England,Music,PG Salaried High Potential ITT,Total,42,13
202223,Academic year,National,E92000001,England,Music,PG Fee-Funded,Higher Education Institution,187,59
202223,Academic year,National,E92000001,England,Music,PG Fee-Funded,School Centred ITT,68,21
202223,Academic year,National,E92000001,England,Music,PG Fee-Funded,Total,255,80
202223,Academic year,National,E92000001,England,Music,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,3,1
202223,Academic year,National,E92000001,England,Music,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,11,3
202223,Academic year,National,E92000001,England,Music,PG Salaried Postgraduate Teaching Apprenticeship,Total,14,4
202223,Academic year,National,E92000001,England,Music,PG Salaried School Direct,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Music,PG Salaried School Direct,School Centred ITT,7,2
202223,Academic year,National,E92000001,England,Music,PG Salaried School Direct,Total,7,2
202223,Academic year,National,E92000001,England,Music,Undergraduate Fee-Funded,Total,0,null
202223,Academic year,National,E92000001,England,Music,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202223,Academic year,National,E92000001,England,Music,Undergraduate Total,Total,0,0
202223,Academic year,National,E92000001,England,Music,Postgraduate Salaried Total,Total,63,20
202223,Academic year,National,E92000001,England,Music,Postgraduate Total,Total,318,100
202223,Academic year,National,E92000001,England,Other,Total,Total,402,100
202223,Academic year,National,E92000001,England,Other,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Other,PG Salaried High Potential ITT,School Centred ITT,0,0
202223,Academic year,National,E92000001,England,Other,PG Salaried High Potential ITT,Total,0,0
202223,Academic year,National,E92000001,England,Other,PG Fee-Funded,Higher Education Institution,257,64
202223,Academic year,National,E92000001,England,Other,PG Fee-Funded,School Centred ITT,123,31
202223,Academic year,National,E92000001,England,Other,PG Fee-Funded,Total,380,95
202223,Academic year,National,E92000001,England,Other,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,1,0
202223,Academic year,National,E92000001,England,Other,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,9,2
202223,Academic year,National,E92000001,England,Other,PG Salaried Postgraduate Teaching Apprenticeship,Total,10,2
202223,Academic year,National,E92000001,England,Other,PG Salaried School Direct,Higher Education Institution,2,0
202223,Academic year,National,E92000001,England,Other,PG Salaried School Direct,School Centred ITT,9,2
202223,Academic year,National,E92000001,England,Other,PG Salaried School Direct,Total,11,3
202223,Academic year,National,E92000001,England,Other,Undergraduate Fee-Funded,Total,1,100
202223,Academic year,National,E92000001,England,Other,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,Other,Undergraduate Total,Total,1,0
202223,Academic year,National,E92000001,England,Other,Postgraduate Salaried Total,Total,21,5
202223,Academic year,National,E92000001,England,Other,Postgraduate Total,Total,401,100
202223,Academic year,National,E92000001,England,Physical Education,Total,Total,1678,100
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried High Potential ITT,School Centred ITT,0,0
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried High Potential ITT,Total,0,0
202223,Academic year,National,E92000001,England,Physical Education,PG Fee-Funded,Higher Education Institution,992,66
202223,Academic year,National,E92000001,England,Physical Education,PG Fee-Funded,School Centred ITT,456,30
202223,Academic year,National,E92000001,England,Physical Education,PG Fee-Funded,Total,1448,97
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,9,1
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,15,1
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried Postgraduate Teaching Apprenticeship,Total,24,2
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,Higher Education Institution,6,0
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,School Centred ITT,21,1
202223,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,Total,27,2
202223,Academic year,National,E92000001,England,Physical Education,Undergraduate Fee-Funded,Total,179,100
202223,Academic year,National,E92000001,England,Physical Education,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,Physical Education,Undergraduate Total,Total,179,11
202223,Academic year,National,E92000001,England,Physical Education,Postgraduate Salaried Total,Total,51,3
202223,Academic year,National,E92000001,England,Physical Education,Postgraduate Total,Total,1499,89
202223,Academic year,National,E92000001,England,Physics,Total,Total,462,100
202223,Academic year,National,E92000001,England,Physics,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Physics,PG Salaried High Potential ITT,School Centred ITT,38,8
202223,Academic year,National,E92000001,England,Physics,PG Salaried High Potential ITT,Total,38,8
202223,Academic year,National,E92000001,England,Physics,PG Fee-Funded,Higher Education Institution,269,59
202223,Academic year,National,E92000001,England,Physics,PG Fee-Funded,School Centred ITT,132,29
202223,Academic year,National,E92000001,England,Physics,PG Fee-Funded,Total,401,88
202223,Academic year,National,E92000001,England,Physics,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,1,0
202223,Academic year,National,E92000001,England,Physics,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,3,1
202223,Academic year,National,E92000001,England,Physics,PG Salaried Postgraduate Teaching Apprenticeship,Total,4,1
202223,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,Higher Education Institution,2,0
202223,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,School Centred ITT,12,3
202223,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,Total,14,3
202223,Academic year,National,E92000001,England,Physics,Undergraduate Fee-Funded,Total,5,100
202223,Academic year,National,E92000001,England,Physics,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,Physics,Undergraduate Total,Total,5,1
202223,Academic year,National,E92000001,England,Physics,Postgraduate Salaried Total,Total,56,12
202223,Academic year,National,E92000001,England,Physics,Postgraduate Total,Total,457,99
202223,Academic year,National,E92000001,England,Religious Education,Total,Total,365,100
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried High Potential ITT,School Centred ITT,48,14
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried High Potential ITT,Total,48,14
202223,Academic year,National,E92000001,England,Religious Education,PG Fee-Funded,Higher Education Institution,201,57
202223,Academic year,National,E92000001,England,Religious Education,PG Fee-Funded,School Centred ITT,69,20
202223,Academic year,National,E92000001,England,Religious Education,PG Fee-Funded,Total,270,76
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,16,5
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried Postgraduate Teaching Apprenticeship,Total,16,5
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried School Direct,Higher Education Institution,7,2
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried School Direct,School Centred ITT,12,3
202223,Academic year,National,E92000001,England,Religious Education,PG Salaried School Direct,Total,19,5
202223,Academic year,National,E92000001,England,Religious Education,Undergraduate Fee-Funded,Total,12,100
202223,Academic year,National,E92000001,England,Religious Education,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,Religious Education,Undergraduate Total,Total,12,3
202223,Academic year,National,E92000001,England,Religious Education,Postgraduate Salaried Total,Total,83,24
202223,Academic year,National,E92000001,England,Religious Education,Postgraduate Total,Total,353,97
202223,Academic year,National,E92000001,England,Primary,Total,Total,16489,100
202223,Academic year,National,E92000001,England,Primary,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Primary,PG Salaried High Potential ITT,School Centred ITT,281,3
202223,Academic year,National,E92000001,England,Primary,PG Salaried High Potential ITT,Total,281,3
202223,Academic year,National,E92000001,England,Primary,PG Fee-Funded,Higher Education Institution,6784,62
202223,Academic year,National,E92000001,England,Primary,PG Fee-Funded,School Centred ITT,2986,27
202223,Academic year,National,E92000001,England,Primary,PG Fee-Funded,Total,9770,89
202223,Academic year,National,E92000001,England,Primary,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,164,1
202223,Academic year,National,E92000001,England,Primary,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,464,4
202223,Academic year,National,E92000001,England,Primary,PG Salaried Postgraduate Teaching Apprenticeship,Total,628,6
202223,Academic year,National,E92000001,England,Primary,PG Salaried School Direct,Higher Education Institution,131,1
202223,Academic year,National,E92000001,England,Primary,PG Salaried School Direct,School Centred ITT,200,2
202223,Academic year,National,E92000001,England,Primary,PG Salaried School Direct,Total,331,3
202223,Academic year,National,E92000001,England,Primary,Undergraduate Fee-Funded,Total,5479,100
202223,Academic year,National,E92000001,England,Primary,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,Primary,Undergraduate Total,Total,5479,33
202223,Academic year,National,E92000001,England,Primary,Postgraduate Salaried Total,Total,1240,11
202223,Academic year,National,E92000001,England,Primary,Postgraduate Total,Total,11010,67
202223,Academic year,National,E92000001,England,Secondary,Total,Total,12924,100
202223,Academic year,National,E92000001,England,Secondary,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Secondary,PG Salaried High Potential ITT,School Centred ITT,1091,9
202223,Academic year,National,E92000001,England,Secondary,PG Salaried High Potential ITT,Total,1091,9
202223,Academic year,National,E92000001,England,Secondary,PG Fee-Funded,Higher Education Institution,7441,59
202223,Academic year,National,E92000001,England,Secondary,PG Fee-Funded,School Centred ITT,3338,27
202223,Academic year,National,E92000001,England,Secondary,PG Fee-Funded,Total,10779,86
202223,Academic year,National,E92000001,England,Secondary,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,54,0
202223,Academic year,National,E92000001,England,Secondary,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,249,2
202223,Academic year,National,E92000001,England,Secondary,PG Salaried Postgraduate Teaching Apprenticeship,Total,303,2
202223,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,Higher Education Institution,103,1
202223,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,School Centred ITT,320,3
202223,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,Total,423,3
202223,Academic year,National,E92000001,England,Secondary,Undergraduate Fee-Funded,Total,328,100
202223,Academic year,National,E92000001,England,Secondary,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,Secondary,Undergraduate Total,Total,328,3
202223,Academic year,National,E92000001,England,Secondary,Postgraduate Salaried Total,Total,1817,14
202223,Academic year,National,E92000001,England,Secondary,Postgraduate Total,Total,12596,97
202223,Academic year,National,E92000001,England,STEM Subjects,Total,Total,4207,100
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried High Potential ITT,School Centred ITT,369,9
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried High Potential ITT,Total,369,9
202223,Academic year,National,E92000001,England,STEM Subjects,PG Fee-Funded,Higher Education Institution,2338,57
202223,Academic year,National,E92000001,England,STEM Subjects,PG Fee-Funded,School Centred ITT,1162,28
202223,Academic year,National,E92000001,England,STEM Subjects,PG Fee-Funded,Total,3500,85
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,13,0
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,42,1
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried Postgraduate Teaching Apprenticeship,Total,55,1
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,Higher Education Institution,41,1
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,School Centred ITT,143,3
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,Total,184,4
202223,Academic year,National,E92000001,England,STEM Subjects,Undergraduate Fee-Funded,Total,99,100
202223,Academic year,National,E92000001,England,STEM Subjects,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,STEM Subjects,Undergraduate Total,Total,99,2
202223,Academic year,National,E92000001,England,STEM Subjects,Postgraduate Salaried Total,Total,608,15
202223,Academic year,National,E92000001,England,STEM Subjects,Postgraduate Total,Total,4108,98
202223,Academic year,National,E92000001,England,Total,Total,Total,29413,100
202223,Academic year,National,E92000001,England,Total,PG Salaried High Potential ITT,Higher Education Institution,0,0
202223,Academic year,National,E92000001,England,Total,PG Salaried High Potential ITT,School Centred ITT,1372,6
202223,Academic year,National,E92000001,England,Total,PG Salaried High Potential ITT,Total,1372,6
202223,Academic year,National,E92000001,England,Total,PG Fee-Funded,Higher Education Institution,14225,60
202223,Academic year,National,E92000001,England,Total,PG Fee-Funded,School Centred ITT,6324,27
202223,Academic year,National,E92000001,England,Total,PG Fee-Funded,Total,20549,87
202223,Academic year,National,E92000001,England,Total,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,218,1
202223,Academic year,National,E92000001,England,Total,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,713,3
202223,Academic year,National,E92000001,England,Total,PG Salaried Postgraduate Teaching Apprenticeship,Total,931,4
202223,Academic year,National,E92000001,England,Total,PG Salaried School Direct,Higher Education Institution,234,1
202223,Academic year,National,E92000001,England,Total,PG Salaried School Direct,School Centred ITT,520,2
202223,Academic year,National,E92000001,England,Total,PG Salaried School Direct,Total,754,3
202223,Academic year,National,E92000001,England,Total,Undergraduate Fee-Funded,Total,5807,100
202223,Academic year,National,E92000001,England,Total,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202223,Academic year,National,E92000001,England,Total,Undergraduate Total,Total,5807,20
202223,Academic year,National,E92000001,England,Total,Postgraduate Salaried Total,Total,3057,13
202223,Academic year,National,E92000001,England,Total,Postgraduate Total,Total,23606,80
202324,Academic year,National,E92000001,England,Art & Design,Total,Total,401,100
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried High Potential ITT,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried High Potential ITT,School Centred ITT,0,0
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried High Potential ITT,Total,0,0
202324,Academic year,National,E92000001,England,Art & Design,PG Fee-Funded,Higher Education Institution,259,65
202324,Academic year,National,E92000001,England,Art & Design,PG Fee-Funded,School Centred ITT,104,26
202324,Academic year,National,E92000001,England,Art & Design,PG Fee-Funded,Total,363,91
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,12,3
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,17,4
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried Postgraduate Teaching Apprenticeship,Total,29,7
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,Higher Education Institution,4,1
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,School Centred ITT,5,1
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,Total,9,2
202324,Academic year,National,E92000001,England,Art & Design,Undergraduate Fee-Funded,Total,0,null
202324,Academic year,National,E92000001,England,Art & Design,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202324,Academic year,National,E92000001,England,Art & Design,Undergraduate Total,Total,0,0
202324,Academic year,National,E92000001,England,Art & Design,Postgraduate Salaried Total,Total,38,9
202324,Academic year,National,E92000001,England,Art & Design,Postgraduate Total,Total,401,100
202324,Academic year,National,E92000001,England,Biology,Total,Total,953,100
202324,Academic year,National,E92000001,England,Biology,PG Salaried High Potential ITT,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Biology,PG Salaried High Potential ITT,School Centred ITT,159,17
202324,Academic year,National,E92000001,England,Biology,PG Salaried High Potential ITT,Total,159,17
202324,Academic year,National,E92000001,England,Biology,PG Fee-Funded,Higher Education Institution,479,51
202324,Academic year,National,E92000001,England,Biology,PG Fee-Funded,School Centred ITT,249,26
202324,Academic year,National,E92000001,England,Biology,PG Fee-Funded,Total,728,77
202324,Academic year,National,E92000001,England,Biology,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,10,1
202324,Academic year,National,E92000001,England,Biology,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,19,2
202324,Academic year,National,E92000001,England,Biology,PG Salaried Postgraduate Teaching Apprenticeship,Total,29,3
202324,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,Higher Education Institution,7,1
202324,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,School Centred ITT,25,3
202324,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,Total,32,3
202324,Academic year,National,E92000001,England,Biology,Undergraduate Fee-Funded,Total,5,100
202324,Academic year,National,E92000001,England,Biology,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202324,Academic year,National,E92000001,England,Biology,Undergraduate Total,Total,5,1
202324,Academic year,National,E92000001,England,Biology,Postgraduate Salaried Total,Total,220,23
202324,Academic year,National,E92000001,England,Biology,Postgraduate Total,Total,948,99
202324,Academic year,National,E92000001,England,Business Studies,Total,Total,226,100
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,School Centred ITT,45,20
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried High Potential ITT,Total,45,20
202324,Academic year,National,E92000001,England,Business Studies,PG Fee-Funded,Higher Education Institution,100,44
202324,Academic year,National,E92000001,England,Business Studies,PG Fee-Funded,School Centred ITT,44,19
202324,Academic year,National,E92000001,England,Business Studies,PG Fee-Funded,Total,144,64
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,6,3
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,12,5
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried Postgraduate Teaching Apprenticeship,Total,18,8
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,Higher Education Institution,6,3
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,School Centred ITT,13,6
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,Total,19,8
202324,Academic year,National,E92000001,England,Business Studies,Undergraduate Fee-Funded,Total,0,null
202324,Academic year,National,E92000001,England,Business Studies,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202324,Academic year,National,E92000001,England,Business Studies,Undergraduate Total,Total,0,0
202324,Academic year,National,E92000001,England,Business Studies,Postgraduate Salaried Total,Total,82,36
202324,Academic year,National,E92000001,England,Business Studies,Postgraduate Total,Total,226,100
202324,Academic year,National,E92000001,England,Chemistry,Total,Total,778,100
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,School Centred ITT,29,4
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried High Potential ITT,Total,29,4
202324,Academic year,National,E92000001,England,Chemistry,PG Fee-Funded,Higher Education Institution,438,56
202324,Academic year,National,E92000001,England,Chemistry,PG Fee-Funded,School Centred ITT,252,32
202324,Academic year,National,E92000001,England,Chemistry,PG Fee-Funded,Total,690,89
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,3,0
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,5,1
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried Postgraduate Teaching Apprenticeship,Total,8,1
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,Higher Education Institution,9,1
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,School Centred ITT,40,5
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,Total,49,6
202324,Academic year,National,E92000001,England,Chemistry,Undergraduate Fee-Funded,Total,2,100
202324,Academic year,National,E92000001,England,Chemistry,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202324,Academic year,National,E92000001,England,Chemistry,Undergraduate Total,Total,2,0
202324,Academic year,National,E92000001,England,Chemistry,Postgraduate Salaried Total,Total,86,11
202324,Academic year,National,E92000001,England,Chemistry,Postgraduate Total,Total,776,100
202324,Academic year,National,E92000001,England,Classics,Total,Total,69,100
202324,Academic year,National,E92000001,England,Classics,PG Salaried High Potential ITT,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Classics,PG Salaried High Potential ITT,School Centred ITT,0,0
202324,Academic year,National,E92000001,England,Classics,PG Salaried High Potential ITT,Total,0,0
202324,Academic year,National,E92000001,England,Classics,PG Fee-Funded,Higher Education Institution,55,80
202324,Academic year,National,E92000001,England,Classics,PG Fee-Funded,School Centred ITT,6,9
202324,Academic year,National,E92000001,England,Classics,PG Fee-Funded,Total,61,88
202324,Academic year,National,E92000001,England,Classics,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,7,10
202324,Academic year,National,E92000001,England,Classics,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,0,0
202324,Academic year,National,E92000001,England,Classics,PG Salaried Postgraduate Teaching Apprenticeship,Total,7,10
202324,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,School Centred ITT,1,1
202324,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,Total,1,1
202324,Academic year,National,E92000001,England,Classics,Undergraduate Fee-Funded,Total,0,null
202324,Academic year,National,E92000001,England,Classics,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202324,Academic year,National,E92000001,England,Classics,Undergraduate Total,Total,0,0
202324,Academic year,National,E92000001,England,Classics,Postgraduate Salaried Total,Total,8,12
202324,Academic year,National,E92000001,England,Classics,Postgraduate Total,Total,69,100
202324,Academic year,National,E92000001,England,Computing,Total,Total,423,100
202324,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,School Centred ITT,17,4
202324,Academic year,National,E92000001,England,Computing,PG Salaried High Potential ITT,Total,17,4
202324,Academic year,National,E92000001,England,Computing,PG Fee-Funded,Higher Education Institution,243,58
202324,Academic year,National,E92000001,England,Computing,PG Fee-Funded,School Centred ITT,139,33
202324,Academic year,National,E92000001,England,Computing,PG Fee-Funded,Total,382,91
202324,Academic year,National,E92000001,England,Computing,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,6,1
202324,Academic year,National,E92000001,England,Computing,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,2,0
202324,Academic year,National,E92000001,England,Computing,PG Salaried Postgraduate Teaching Apprenticeship,Total,8,2
202324,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,Higher Education Institution,2,0
202324,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,School Centred ITT,13,3
202324,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,Total,15,4
202324,Academic year,National,E92000001,England,Computing,Undergraduate Fee-Funded,Total,1,100
202324,Academic year,National,E92000001,England,Computing,Undergraduate Teacher Degree Apprenticeship,Total,0,0
202324,Academic year,National,E92000001,England,Computing,Undergraduate Total,Total,1,0
202324,Academic year,National,E92000001,England,Computing,Postgraduate Salaried Total,Total,40,9
202324,Academic year,National,E92000001,England,Computing,Postgraduate Total,Total,422,100
202324,Academic year,National,E92000001,England,Design & Technology,Total,Total,589,100
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,School Centred ITT,18,3
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried High Potential ITT,Total,18,3
202324,Academic year,National,E92000001,England,Design & Technology,PG Fee-Funded,Higher Education Institution,257,44
202324,Academic year,National,E92000001,England,Design & Technology,PG Fee-Funded,School Centred ITT,250,42
202324,Academic year,National,E92000001,England,Design & Technology,PG Fee-Funded,Total,507,86
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried Postgraduate Teaching Apprenticeship,Higher Education Institution,14,2
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried Postgraduate Teaching Apprenticeship,School Centred ITT,8,1
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried Postgraduate Teaching Apprenticeship,Total,22,4
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,Higher Education Institution,7,1
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,School Centred ITT,35,6
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,Total,42,7
202324,Academic year,National,E92000001,England,Design & Technology,Undergraduate Fee-Funded,Total,0,null
202324,Academic year,National,E92000001,England,Design & Technology,Undergraduate Teacher Degree Apprenticeship,Total,0,null
202324,Academic year,National,E92000001,England,Design & Technology,Undergraduate Total,Total,0,0
202324,Academic year,National,E92000001,England,Design & Technology,Postgraduate Salaried Total,Total,82,14
202324,Academic year,National,E92000001,England,Design & Technology,Postgraduate Total,Total,589,100
202324,Academic year,National,E92000001,England,Drama,Total,Total,242,100
202324,Academic year,National,E92000001,England,Drama,PG Salaried High Potential ITT,Higher Education Institution,0,0
202324,Academic year,National,E92000001,England,Drama,PG Salaried High Potential ITT,School Centred ITT,0,0
