time_period,time_identifier,geographic_level,country_code,country_name,itt_level,breakdown_topic,breakdown,trainee_number,trainee_percentage
201920,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second Class Degree or Better,20730,74
201920,Academic year,National,E92000001,England,Postgraduate,Degree Class,Lower Second,6285,22
201920,Academic year,National,E92000001,England,Postgraduate,Degree Class,Other Degree Class,1185,4
201920,Academic year,National,E92000001,England,Postgraduate,Degree Class,Total Known Degree Class,28200,96
201920,Academic year,National,E92000001,England,Undergraduate,Total,Primary,4528,100
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Male,599,13
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Female,3927,87
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Other Sex,2,0
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Known Sex,4528,100
201920,Academic year,National,E92000001,England,Undergraduate,Total,Secondary,366,7
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Male,110,30
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Female,255,70
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Other Sex,1,0
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Known Sex,366,100
201920,Academic year,National,E92000001,England,Undergraduate,Sex,Total Known Sex,4894,100
201920,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Asian / Asian British,356,7
201920,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Black / African / Caribbean / Black British,63,1
201920,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Mixed / Multiple ethnic groups,116,2
201920,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Other ethnic group,33,1
201920,Academic year,National,E92000001,England,Undergraduate,Ethnicity,White,4294,88
201920,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Total Known Ethnicity,4862,99
201920,Academic year,National,E92000001,England,Undergraduate,Age,Under 25,4429,442900
201920,Academic year,National,E92000001,England,Undergraduate,Age,25 to 29,212,21200
201920,Academic year,National,E92000001,England,Undergraduate,Age,30 to 34,117,11700
201920,Academic year,National,E92000001,England,Undergraduate,Age,35 to 39,57,5700
201920,Academic year,National,E92000001,England,Undergraduate,Age,40 to 44,46,4600
201920,Academic year,National,E92000001,England,Undergraduate,Age,45 to 49,24,2400
201920,Academic year,National,E92000001,England,Undergraduate,Age,50 to 54,6,600
201920,Academic year,National,E92000001,England,Undergraduate,Age,55 and over,3,300
201920,Academic year,National,E92000001,England,Undergraduate,Disability,Declared,760,16
201920,Academic year,National,E92000001,England,Undergraduate,Disability,No Disability Declared,4133,84
201920,Academic year,National,E92000001,England,Undergraduate,Disability,Total Known Disability,4893,100
201920,Academic year,National,E92000001,England,Undergraduate,Nationality,UK,4642,97
201920,Academic year,National,E92000001,England,Undergraduate,Nationality,EEA,101,2
201920,Academic year,National,E92000001,England,Undergraduate,Nationality,Other Nationality,62,1
201920,Academic year,National,E92000001,England,Undergraduate,Nationality,Total Known Nationality,4805,98
201920,Academic year,National,E92000001,England,Undergraduate,Degree Class,First,z,z
201920,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second,z,z
201920,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second Class Degree or Better,z,z
201920,Academic year,National,E92000001,England,Undergraduate,Degree Class,Lower Second,z,z
201920,Academic year,National,E92000001,England,Undergraduate,Degree Class,Other Degree Class,z,z
201920,Academic year,National,E92000001,England,Undergraduate,Degree Class,Total Known Degree Class,z,z
202021,Academic year,National,E92000001,England,Postgraduate,Total,Primary,14597,100
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Male,2416,17
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Female,12167,83
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Other Sex,14,0
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Known Sex,14597,100
202021,Academic year,National,E92000001,England,Postgraduate,Total,Secondary,20366,58
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Male,7927,39
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Female,12382,61
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Other Sex,57,0
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Known Sex,20366,100
202021,Academic year,National,E92000001,England,Postgraduate,Sex,Total Known Sex,34963,100
202021,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Asian / Asian British,3442,10
202021,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Black / African / Caribbean / Black British,1446,4
202021,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Mixed / Multiple ethnic groups,1082,3
202021,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Other ethnic group,504,2
202021,Academic year,National,E92000001,England,Postgraduate,Ethnicity,White,26745,81
202021,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Total Known Ethnicity,33219,95
202021,Academic year,National,E92000001,England,Postgraduate,Age,Under 25,17661,1766100
202021,Academic year,National,E92000001,England,Postgraduate,Age,25 to 29,8504,850400
202021,Academic year,National,E92000001,England,Postgraduate,Age,30 to 34,3163,316300
202021,Academic year,National,E92000001,England,Postgraduate,Age,35 to 39,2025,202500
202021,Academic year,National,E92000001,England,Postgraduate,Age,40 to 44,1608,160800
202021,Academic year,National,E92000001,England,Postgraduate,Age,45 to 49,1128,112800
202021,Academic year,National,E92000001,England,Postgraduate,Age,50 to 54,599,59900
202021,Academic year,National,E92000001,England,Postgraduate,Age,55 and over,275,27500
202021,Academic year,National,E92000001,England,Postgraduate,Disability,Declared,4549,13
202021,Academic year,National,E92000001,England,Postgraduate,Disability,No Disability Declared,30029,87
202021,Academic year,National,E92000001,England,Postgraduate,Disability,Total Known Disability,34578,99
202021,Academic year,National,E92000001,England,Postgraduate,Nationality,UK,31418,92
202021,Academic year,National,E92000001,England,Postgraduate,Nationality,EEA,1747,5
202021,Academic year,National,E92000001,England,Postgraduate,Nationality,Other Nationality,919,3
202021,Academic year,National,E92000001,England,Postgraduate,Nationality,Total Known Nationality,34084,97
202021,Academic year,National,E92000001,England,Postgraduate,Degree Class,First,7919,23
202021,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second,18024,52
202021,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second Class Degree or Better,25943,75
202021,Academic year,National,E92000001,England,Postgraduate,Degree Class,Lower Second,7158,21
202021,Academic year,National,E92000001,England,Postgraduate,Degree Class,Other Degree Class,1475,4
202021,Academic year,National,E92000001,England,Postgraduate,Degree Class,Total Known Degree Class,34576,99
202021,Academic year,National,E92000001,England,Undergraduate,Total,Primary,5265,100
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Male,565,11
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Female,4698,89
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Other Sex,2,0
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Known Sex,5265,100
202021,Academic year,National,E92000001,England,Undergraduate,Total,Secondary,725,12
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Male,168,23
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Female,557,77
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Other Sex,0,0
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Known Sex,725,100
202021,Academic year,National,E92000001,England,Undergraduate,Sex,Total Known Sex,5990,100
202021,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Asian / Asian British,597,10
202021,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Black / African / Caribbean / Black British,120,2
202021,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Mixed / Multiple ethnic groups,151,3
202021,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Other ethnic group,53,1
202021,Academic year,National,E92000001,England,Undergraduate,Ethnicity,White,5034,85
202021,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Total Known Ethnicity,5955,99
202021,Academic year,National,E92000001,England,Undergraduate,Age,Under 25,5455,545500
202021,Academic year,National,E92000001,England,Undergraduate,Age,25 to 29,247,24700
202021,Academic year,National,E92000001,England,Undergraduate,Age,30 to 34,122,12200
202021,Academic year,National,E92000001,England,Undergraduate,Age,35 to 39,81,8100
202021,Academic year,National,E92000001,England,Undergraduate,Age,40 to 44,49,4900
202021,Academic year,National,E92000001,England,Undergraduate,Age,45 to 49,28,2800
202021,Academic year,National,E92000001,England,Undergraduate,Age,50 to 54,7,700
202021,Academic year,National,E92000001,England,Undergraduate,Age,55 and over,1,100
202021,Academic year,National,E92000001,England,Undergraduate,Disability,Declared,1036,17
202021,Academic year,National,E92000001,England,Undergraduate,Disability,No Disability Declared,4954,83
202021,Academic year,National,E92000001,England,Undergraduate,Disability,Total Known Disability,5990,100
202021,Academic year,National,E92000001,England,Undergraduate,Nationality,UK,5666,96
202021,Academic year,National,E92000001,England,Undergraduate,Nationality,EEA,130,2
202021,Academic year,National,E92000001,England,Undergraduate,Nationality,Other Nationality,79,1
202021,Academic year,National,E92000001,England,Undergraduate,Nationality,Total Known Nationality,5875,98
202021,Academic year,National,E92000001,England,Undergraduate,Degree Class,First,z,z
202021,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second,z,z
202021,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second Class Degree or Better,z,z
202021,Academic year,National,E92000001,England,Undergraduate,Degree Class,Lower Second,z,z
202021,Academic year,National,E92000001,England,Undergraduate,Degree Class,Other Degree Class,z,z
202021,Academic year,National,E92000001,England,Undergraduate,Degree Class,Total Known Degree Class,z,z
202122,Academic year,National,E92000001,England,Postgraduate,Total,Primary,14192,100
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Male,2276,16
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Female,11808,84
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Other Sex,12,0
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Known Sex,14096,99
202122,Academic year,National,E92000001,England,Postgraduate,Total,Secondary,16091,53
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Male,6220,39
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Female,9652,61
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Other Sex,27,0
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Known Sex,15899,99
202122,Academic year,National,E92000001,England,Postgraduate,Sex,Total Known Sex,29995,99
202122,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Asian / Asian British,2912,11
202122,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Black / African / Caribbean / Black British,1159,4
202122,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Mixed / Multiple ethnic groups,908,3
202122,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Other ethnic group,471,2
202122,Academic year,National,E92000001,England,Postgraduate,Ethnicity,White,21643,80
202122,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Total Known Ethnicity,27093,89
202122,Academic year,National,E92000001,England,Postgraduate,Age,Under 25,15804,1580400
202122,Academic year,National,E92000001,England,Postgraduate,Age,25 to 29,7260,726000
202122,Academic year,National,E92000001,England,Postgraduate,Age,30 to 34,2803,280300
202122,Academic year,National,E92000001,England,Postgraduate,Age,35 to 39,1679,167900
202122,Academic year,National,E92000001,England,Postgraduate,Age,40 to 44,1300,130000
202122,Academic year,National,E92000001,England,Postgraduate,Age,45 to 49,863,86300
202122,Academic year,National,E92000001,England,Postgraduate,Age,50 to 54,422,42200
202122,Academic year,National,E92000001,England,Postgraduate,Age,55 and over,152,15200
202122,Academic year,National,E92000001,England,Postgraduate,Disability,Declared,3726,14
202122,Academic year,National,E92000001,England,Postgraduate,Disability,No Disability Declared,23614,86
202122,Academic year,National,E92000001,England,Postgraduate,Disability,Total Known Disability,27340,90
202122,Academic year,National,E92000001,England,Postgraduate,Nationality,UK,27628,93
202122,Academic year,National,E92000001,England,Postgraduate,Nationality,EEA,1210,4
202122,Academic year,National,E92000001,England,Postgraduate,Nationality,Other Nationality,823,3
202122,Academic year,National,E92000001,England,Postgraduate,Nationality,Total Known Nationality,29661,98
202122,Academic year,National,E92000001,England,Postgraduate,Degree Class,First,7504,26
202122,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second,15008,52
202122,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second Class Degree or Better,22512,77
202122,Academic year,National,E92000001,England,Postgraduate,Degree Class,Lower Second,5416,19
202122,Academic year,National,E92000001,England,Postgraduate,Degree Class,Other Degree Class,1134,4
202122,Academic year,National,E92000001,England,Postgraduate,Degree Class,Total Known Degree Class,29062,96
202122,Academic year,National,E92000001,England,Undergraduate,Total,Primary,5713,100
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Male,671,12
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Female,4927,88
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Other Sex,10,0
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Known Sex,5608,98
202122,Academic year,National,E92000001,England,Undergraduate,Total,Secondary,361,6
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Male,158,44
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Female,202,56
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Other Sex,1,0
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Known Sex,361,100
202122,Academic year,National,E92000001,England,Undergraduate,Sex,Total Known Sex,5969,98
202122,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Asian / Asian British,619,11
202122,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Black / African / Caribbean / Black British,148,3
202122,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Mixed / Multiple ethnic groups,166,3
202122,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Other ethnic group,57,1
202122,Academic year,National,E92000001,England,Undergraduate,Ethnicity,White,4869,83
202122,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Total Known Ethnicity,5859,96
202122,Academic year,National,E92000001,England,Undergraduate,Age,Under 25,5517,551700
202122,Academic year,National,E92000001,England,Undergraduate,Age,25 to 29,264,26400
202122,Academic year,National,E92000001,England,Undergraduate,Age,30 to 34,133,13300
202122,Academic year,National,E92000001,England,Undergraduate,Age,35 to 39,69,6900
202122,Academic year,National,E92000001,England,Undergraduate,Age,40 to 44,52,5200
202122,Academic year,National,E92000001,England,Undergraduate,Age,45 to 49,26,2600
202122,Academic year,National,E92000001,England,Undergraduate,Age,50 to 54,11,1100
202122,Academic year,National,E92000001,England,Undergraduate,Age,55 and over,2,200
202122,Academic year,National,E92000001,England,Undergraduate,Disability,Declared,1013,17
202122,Academic year,National,E92000001,England,Undergraduate,Disability,No Disability Declared,4811,83
202122,Academic year,National,E92000001,England,Undergraduate,Disability,Total Known Disability,5824,96
202122,Academic year,National,E92000001,England,Undergraduate,Nationality,UK,5542,96
202122,Academic year,National,E92000001,England,Undergraduate,Nationality,EEA,127,2
202122,Academic year,National,E92000001,England,Undergraduate,Nationality,Other Nationality,94,2
202122,Academic year,National,E92000001,England,Undergraduate,Nationality,Total Known Nationality,5763,95
202122,Academic year,National,E92000001,England,Undergraduate,Degree Class,First,z,z
202122,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second,z,z
202122,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second Class Degree or Better,z,z
202122,Academic year,National,E92000001,England,Undergraduate,Degree Class,Lower Second,z,z
202122,Academic year,National,E92000001,England,Undergraduate,Degree Class,Other Degree Class,z,z
202122,Academic year,National,E92000001,England,Undergraduate,Degree Class,Total Known Degree Class,z,z
202223,Academic year,National,E92000001,England,Postgraduate,Total,Primary,11010,100
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Male,1695,16
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Female,9176,84
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Other Sex,22,0
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Known Sex,10893,99
202223,Academic year,National,E92000001,England,Postgraduate,Total,Secondary,12596,53
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Male,4861,39
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Female,7547,61
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Other Sex,41,0
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Known Sex,12449,99
202223,Academic year,National,E92000001,England,Postgraduate,Sex,Total Known Sex,23342,99
202223,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Asian / Asian British,2867,13
202223,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Black / African / Caribbean / Black British,1050,5
202223,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Mixed / Multiple ethnic groups,842,4
202223,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Other ethnic group,405,2
202223,Academic year,National,E92000001,England,Postgraduate,Ethnicity,White,17557,77
202223,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Total Known Ethnicity,22721,96
202223,Academic year,National,E92000001,England,Postgraduate,Age,Under 25,12314,1231400
202223,Academic year,National,E92000001,England,Postgraduate,Age,25 to 29,5488,548800
202223,Academic year,National,E92000001,England,Postgraduate,Age,30 to 34,2125,212500
202223,Academic year,National,E92000001,England,Postgraduate,Age,35 to 39,1358,135800
202223,Academic year,National,E92000001,England,Postgraduate,Age,40 to 44,1098,109800
202223,Academic year,National,E92000001,England,Postgraduate,Age,45 to 49,724,72400
202223,Academic year,National,E92000001,England,Postgraduate,Age,50 to 54,344,34400
202223,Academic year,National,E92000001,England,Postgraduate,Age,55 and over,155,15500
202223,Academic year,National,E92000001,England,Postgraduate,Disability,Declared,2969,13
202223,Academic year,National,E92000001,England,Postgraduate,Disability,No Disability Declared,19923,87
202223,Academic year,National,E92000001,England,Postgraduate,Disability,Total Known Disability,22892,97
202223,Academic year,National,E92000001,England,Postgraduate,Nationality,UK,20019,91
202223,Academic year,National,E92000001,England,Postgraduate,Nationality,EEA,1201,5
202223,Academic year,National,E92000001,England,Postgraduate,Nationality,Other Nationality,722,3
202223,Academic year,National,E92000001,England,Postgraduate,Nationality,Total Known Nationality,21942,93
202223,Academic year,National,E92000001,England,Postgraduate,Degree Class,First,5489,24
202223,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second,11682,52
202223,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second Class Degree or Better,17171,76
202223,Academic year,National,E92000001,England,Postgraduate,Degree Class,Lower Second,4402,19
202223,Academic year,National,E92000001,England,Postgraduate,Degree Class,Other Degree Class,1073,5
202223,Academic year,National,E92000001,England,Postgraduate,Degree Class,Total Known Degree Class,22646,96
202223,Academic year,National,E92000001,England,Undergraduate,Total,Primary,5479,100
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Male,594,11
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Female,4860,89
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Other Sex,5,0
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Known Sex,5459,100
202223,Academic year,National,E92000001,England,Undergraduate,Total,Secondary,328,6
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Male,144,44
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Female,184,56
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Other Sex,0,0
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Known Sex,328,100
202223,Academic year,National,E92000001,England,Undergraduate,Sex,Total Known Sex,5787,100
202223,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Asian / Asian British,647,11
202223,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Black / African / Caribbean / Black British,138,2
202223,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Mixed / Multiple ethnic groups,167,3
202223,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Other ethnic group,55,1
202223,Academic year,National,E92000001,England,Undergraduate,Ethnicity,White,4684,82
202223,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Total Known Ethnicity,5691,98
202223,Academic year,National,E92000001,England,Undergraduate,Age,Under 25,5391,539100
202223,Academic year,National,E92000001,England,Undergraduate,Age,25 to 29,214,21400
202223,Academic year,National,E92000001,England,Undergraduate,Age,30 to 34,91,9100
202223,Academic year,National,E92000001,England,Undergraduate,Age,35 to 39,64,6400
202223,Academic year,National,E92000001,England,Undergraduate,Age,40 to 44,24,2400
202223,Academic year,National,E92000001,England,Undergraduate,Age,45 to 49,18,1800
202223,Academic year,National,E92000001,England,Undergraduate,Age,50 to 54,5,500
202223,Academic year,National,E92000001,England,Undergraduate,Age,55 and over,0,0
202223,Academic year,National,E92000001,England,Undergraduate,Disability,Declared,1078,19
202223,Academic year,National,E92000001,England,Undergraduate,Disability,No Disability Declared,4572,81
202223,Academic year,National,E92000001,England,Undergraduate,Disability,Total Known Disability,5650,97
202223,Academic year,National,E92000001,England,Undergraduate,Nationality,UK,5225,96
202223,Academic year,National,E92000001,England,Undergraduate,Nationality,EEA,131,2
202223,Academic year,National,E92000001,England,Undergraduate,Nationality,Other Nationality,95,2
202223,Academic year,National,E92000001,England,Undergraduate,Nationality,Total Known Nationality,5451,94
202223,Academic year,National,E92000001,England,Undergraduate,Degree Class,First,z,z
202223,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second,z,z
202223,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second Class Degree or Better,z,z
202223,Academic year,National,E92000001,England,Undergraduate,Degree Class,Lower Second,z,z
202223,Academic year,National,E92000001,England,Undergraduate,Degree Class,Other Degree Class,z,z
202223,Academic year,National,E92000001,England,Undergraduate,Degree Class,Total Known Degree Class,z,z
202324,Academic year,National,E92000001,England,Postgraduate,Total,Primary,9125,100
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Male,1412,16
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Female,7364,84
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Other Sex,25,0
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Known Sex,8801,96
202324,Academic year,National,E92000001,England,Postgraduate,Total,Secondary,13551,60
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Male,5166,39
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Female,8014,61
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Other Sex,48,0
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Known Sex,13228,98
202324,Academic year,National,E92000001,England,Postgraduate,Sex,Total Known Sex,22029,97
202324,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Asian / Asian British,2909,14
202324,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Black / African / Caribbean / Black British,1202,6
202324,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Mixed / Multiple ethnic groups,870,4
202324,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Other ethnic group,432,2
202324,Academic year,National,E92000001,England,Postgraduate,Ethnicity,White,16006,75
202324,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Total Known Ethnicity,21419,94
202324,Academic year,National,E92000001,England,Postgraduate,Age,Under 25,11775,1177500
202324,Academic year,National,E92000001,England,Postgraduate,Age,25 to 29,4848,484800
202324,Academic year,National,E92000001,England,Postgraduate,Age,30 to 34,2040,204000
202324,Academic year,National,E92000001,England,Postgraduate,Age,35 to 39,1366,136600
202324,Academic year,National,E92000001,England,Postgraduate,Age,40 to 44,1176,117600
202324,Academic year,National,E92000001,England,Postgraduate,Age,45 to 49,810,81000
202324,Academic year,National,E92000001,England,Postgraduate,Age,50 to 54,445,44500
202324,Academic year,National,E92000001,England,Postgraduate,Age,55 and over,216,21600
202324,Academic year,National,E92000001,England,Postgraduate,Disability,Declared,3718,18
202324,Academic year,National,E92000001,England,Postgraduate,Disability,No Disability Declared,17475,82
202324,Academic year,National,E92000001,England,Postgraduate,Disability,Total Known Disability,21193,93
202324,Academic year,National,E92000001,England,Postgraduate,Nationality,UK,19363,91
202324,Academic year,National,E92000001,England,Postgraduate,Nationality,EEA,880,4
202324,Academic year,National,E92000001,England,Postgraduate,Nationality,Other Nationality,1053,5
202324,Academic year,National,E92000001,England,Postgraduate,Nationality,Total Known Nationality,21296,94
202324,Academic year,National,E92000001,England,Postgraduate,Degree Class,First,4761,22
202324,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second,10955,51
202324,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second Class Degree or Better,15716,73
202324,Academic year,National,E92000001,England,Postgraduate,Degree Class,Lower Second,4387,20
202324,Academic year,National,E92000001,England,Postgraduate,Degree Class,Other Degree Class,1322,6
202324,Academic year,National,E92000001,England,Postgraduate,Degree Class,Total Known Degree Class,21425,94
202324,Academic year,National,E92000001,England,Undergraduate,Total,Primary,4726,100
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Male,548,12
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Female,4133,88
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Other Sex,4,0
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Known Sex,4685,99
202324,Academic year,National,E92000001,England,Undergraduate,Total,Secondary,258,5
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Male,98,38
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Female,159,62
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Other Sex,1,0
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Known Sex,258,100
202324,Academic year,National,E92000001,England,Undergraduate,Sex,Total Known Sex,4943,99
202324,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Asian / Asian British,626,14
202324,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Black / African / Caribbean / Black British,117,3
202324,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Mixed / Multiple ethnic groups,156,3
202324,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Other ethnic group,61,1
202324,Academic year,National,E92000001,England,Undergraduate,Ethnicity,White,3565,79
202324,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Total Known Ethnicity,4525,91
202324,Academic year,National,E92000001,England,Undergraduate,Age,Under 25,4676,467600
202324,Academic year,National,E92000001,England,Undergraduate,Age,25 to 29,147,14700
202324,Academic year,National,E92000001,England,Undergraduate,Age,30 to 34,70,7000
202324,Academic year,National,E92000001,England,Undergraduate,Age,35 to 39,37,3700
202324,Academic year,National,E92000001,England,Undergraduate,Age,40 to 44,32,3200
202324,Academic year,National,E92000001,England,Undergraduate,Age,45 to 49,15,1500
202324,Academic year,National,E92000001,England,Undergraduate,Age,50 to 54,4,400
202324,Academic year,National,E92000001,England,Undergraduate,Age,55 and over,3,300
202324,Academic year,National,E92000001,England,Undergraduate,Disability,Declared,1060,22
202324,Academic year,National,E92000001,England,Undergraduate,Disability,No Disability Declared,3816,78
202324,Academic year,National,E92000001,England,Undergraduate,Disability,Total Known Disability,4876,98
202324,Academic year,National,E92000001,England,Undergraduate,Nationality,UK,4568,97
202324,Academic year,National,E92000001,England,Undergraduate,Nationality,EEA,92,2
202324,Academic year,National,E92000001,England,Undergraduate,Nationality,Other Nationality,73,2
202324,Academic year,National,E92000001,England,Undergraduate,Nationality,Total Known Nationality,4733,95
202324,Academic year,National,E92000001,England,Undergraduate,Degree Class,First,z,z
202324,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second,z,z
