time_period,time_identifier,geographic_level,country_code,country_name,inclusion_status,itt_subject,breakdown_topic,breakdown,trainee_number,trainee_percentage
202223,Academic year,National,E92000001,England,Previously excluded,Religious Education,Entrants,Postgraduates,17,100
202223,Academic year,National,E92000001,England,Previously excluded,Religious Education,Entrants,Undergraduates,0,0
202223,Academic year,National,E92000001,England,Previously excluded,Religious Education,Target,ITT Recruitment,z,z
202223,Academic year,National,E92000001,England,Original,Primary,Entrants,Total,16099,100
202223,Academic year,National,E92000001,England,Original,Primary,Entrants,Postgraduates,10638,66
202223,Academic year,National,E92000001,England,Original,Primary,Entrants,Undergraduates,5461,34
202223,Academic year,National,E92000001,England,Original,Primary,Target,ITT Recruitment,11655,91
202223,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Total,390,100
202223,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Postgraduates,372,95
202223,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Undergraduates,18,5
202223,Academic year,National,E92000001,England,Previously excluded,Primary,Target,ITT Recruitment,z,z
202223,Academic year,National,E92000001,England,Original,Secondary,Entrants,Total,12348,100
202223,Academic year,National,E92000001,England,Original,Secondary,Entrants,Postgraduates,12023,97
202223,Academic year,National,E92000001,England,Original,Secondary,Entrants,Undergraduates,325,3
202223,Academic year,National,E92000001,England,Original,Secondary,Target,ITT Recruitment,20945,57
202223,Academic year,National,E92000001,England,Previously excluded,Secondary,Entrants,Total,576,100
202223,Academic year,National,E92000001,England,Previously excluded,Secondary,Entrants,Postgraduates,573,99
202223,Academic year,National,E92000001,England,Previously excluded,Secondary,Entrants,Undergraduates,3,1
202223,Academic year,National,E92000001,England,Previously excluded,Secondary,Target,ITT Recruitment,z,z
202223,Academic year,National,E92000001,England,Original,Total Science,Entrants,Total,1832,100
202223,Academic year,National,E92000001,England,Original,Total Science,Entrants,Postgraduates,1805,99
202223,Academic year,National,E92000001,England,Original,Total Science,Entrants,Undergraduates,27,1
202223,Academic year,National,E92000001,England,Original,Total Science,Target,ITT Recruitment,4275,42
202223,Academic year,National,E92000001,England,Previously excluded,Total Science,Entrants,Total,94,100
202223,Academic year,National,E92000001,England,Previously excluded,Total Science,Entrants,Postgraduates,94,100
202223,Academic year,National,E92000001,England,Previously excluded,Total Science,Entrants,Undergraduates,0,0
202223,Academic year,National,E92000001,England,Previously excluded,Total Science,Target,ITT Recruitment,z,z
202223,Academic year,National,E92000001,England,Original,Total,Entrants,Total,28447,100
202223,Academic year,National,E92000001,England,Original,Total,Entrants,Postgraduates,22661,80
202223,Academic year,National,E92000001,England,Original,Total,Entrants,Undergraduates,5786,20
202223,Academic year,National,E92000001,England,Original,Total,Target,ITT Recruitment,32600,70
202223,Academic year,National,E92000001,England,Previously excluded,Total,Entrants,Total,966,100
202223,Academic year,National,E92000001,England,Previously excluded,Total,Entrants,Postgraduates,945,98
202223,Academic year,National,E92000001,England,Previously excluded,Total,Entrants,Undergraduates,21,2
202223,Academic year,National,E92000001,England,Previously excluded,Total,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Art & Design,Entrants,Total,369,100
202324,Academic year,National,E92000001,England,Original,Art & Design,Entrants,Postgraduates,369,100
202324,Academic year,National,E92000001,England,Original,Art & Design,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Original,Art & Design,Target,ITT Recruitment,825,45
202324,Academic year,National,E92000001,England,Previously excluded,Art & Design,Entrants,Total,32,100
202324,Academic year,National,E92000001,England,Previously excluded,Art & Design,Entrants,Postgraduates,32,100
202324,Academic year,National,E92000001,England,Previously excluded,Art & Design,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Art & Design,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Biology,Entrants,Total,927,100
202324,Academic year,National,E92000001,England,Original,Biology,Entrants,Postgraduates,922,99
202324,Academic year,National,E92000001,England,Original,Biology,Entrants,Undergraduates,5,1
202324,Academic year,National,E92000001,England,Original,Biology,Target,ITT Recruitment,1050,88
202324,Academic year,National,E92000001,England,Previously excluded,Biology,Entrants,Total,26,100
202324,Academic year,National,E92000001,England,Previously excluded,Biology,Entrants,Postgraduates,26,100
202324,Academic year,National,E92000001,England,Previously excluded,Biology,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Biology,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Business Studies,Entrants,Total,198,100
202324,Academic year,National,E92000001,England,Original,Business Studies,Entrants,Postgraduates,198,100
202324,Academic year,National,E92000001,England,Original,Business Studies,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Original,Business Studies,Target,ITT Recruitment,1195,17
202324,Academic year,National,E92000001,England,Previously excluded,Business Studies,Entrants,Total,28,100
202324,Academic year,National,E92000001,England,Previously excluded,Business Studies,Entrants,Postgraduates,28,100
202324,Academic year,National,E92000001,England,Previously excluded,Business Studies,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Business Studies,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Chemistry,Entrants,Total,756,100
202324,Academic year,National,E92000001,England,Original,Chemistry,Entrants,Postgraduates,754,100
202324,Academic year,National,E92000001,England,Original,Chemistry,Entrants,Undergraduates,2,0
202324,Academic year,National,E92000001,England,Original,Chemistry,Target,ITT Recruitment,1195,63
202324,Academic year,National,E92000001,England,Previously excluded,Chemistry,Entrants,Total,22,100
202324,Academic year,National,E92000001,England,Previously excluded,Chemistry,Entrants,Postgraduates,22,100
202324,Academic year,National,E92000001,England,Previously excluded,Chemistry,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Chemistry,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Computing,Entrants,Total,412,100
202324,Academic year,National,E92000001,England,Original,Computing,Entrants,Postgraduates,411,100
202324,Academic year,National,E92000001,England,Original,Computing,Entrants,Undergraduates,1,0
202324,Academic year,National,E92000001,England,Original,Computing,Target,ITT Recruitment,1170,35
202324,Academic year,National,E92000001,England,Previously excluded,Computing,Entrants,Total,11,100
202324,Academic year,National,E92000001,England,Previously excluded,Computing,Entrants,Postgraduates,11,100
202324,Academic year,National,E92000001,England,Previously excluded,Computing,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Computing,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Design & Technology,Entrants,Total,573,100
202324,Academic year,National,E92000001,England,Original,Design & Technology,Entrants,Postgraduates,573,100
202324,Academic year,National,E92000001,England,Original,Design & Technology,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Original,Design & Technology,Target,ITT Recruitment,2110,27
202324,Academic year,National,E92000001,England,Previously excluded,Design & Technology,Entrants,Total,16,100
202324,Academic year,National,E92000001,England,Previously excluded,Design & Technology,Entrants,Postgraduates,16,100
202324,Academic year,National,E92000001,England,Previously excluded,Design & Technology,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Design & Technology,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,English,Entrants,Total,2210,100
202324,Academic year,National,E92000001,England,Original,English,Entrants,Postgraduates,2189,99
202324,Academic year,National,E92000001,England,Original,English,Entrants,Undergraduates,21,1
202324,Academic year,National,E92000001,England,Original,English,Target,ITT Recruitment,3035,72
202324,Academic year,National,E92000001,England,Previously excluded,English,Entrants,Total,71,100
202324,Academic year,National,E92000001,England,Previously excluded,English,Entrants,Postgraduates,71,100
202324,Academic year,National,E92000001,England,Previously excluded,English,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,English,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Geography,Entrants,Total,822,100
202324,Academic year,National,E92000001,England,Original,Geography,Entrants,Postgraduates,822,100
202324,Academic year,National,E92000001,England,Original,Geography,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Original,Geography,Target,ITT Recruitment,1485,55
202324,Academic year,National,E92000001,England,Previously excluded,Geography,Entrants,Total,17,100
202324,Academic year,National,E92000001,England,Previously excluded,Geography,Entrants,Postgraduates,17,100
202324,Academic year,National,E92000001,England,Previously excluded,Geography,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Geography,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,History,Entrants,Total,938,100
202324,Academic year,National,E92000001,England,Original,History,Entrants,Postgraduates,931,99
202324,Academic year,National,E92000001,England,Original,History,Entrants,Undergraduates,7,1
202324,Academic year,National,E92000001,England,Original,History,Target,ITT Recruitment,800,116
202324,Academic year,National,E92000001,England,Previously excluded,History,Entrants,Total,37,100
202324,Academic year,National,E92000001,England,Previously excluded,History,Entrants,Postgraduates,37,100
202324,Academic year,National,E92000001,England,Previously excluded,History,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,History,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Mathematics,Entrants,Total,1846,100
202324,Academic year,National,E92000001,England,Original,Mathematics,Entrants,Postgraduates,1804,98
202324,Academic year,National,E92000001,England,Original,Mathematics,Entrants,Undergraduates,42,2
202324,Academic year,National,E92000001,England,Original,Mathematics,Target,ITT Recruitment,2960,61
202324,Academic year,National,E92000001,England,Previously excluded,Mathematics,Entrants,Total,74,100
202324,Academic year,National,E92000001,England,Previously excluded,Mathematics,Entrants,Postgraduates,73,99
202324,Academic year,National,E92000001,England,Previously excluded,Mathematics,Entrants,Undergraduates,1,1
202324,Academic year,National,E92000001,England,Previously excluded,Mathematics,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Modern Foreign Languages,Entrants,Total,998,100
202324,Academic year,National,E92000001,England,Original,Modern Foreign Languages,Entrants,Postgraduates,997,100
202324,Academic year,National,E92000001,England,Original,Modern Foreign Languages,Entrants,Undergraduates,1,0
202324,Academic year,National,E92000001,England,Original,Modern Foreign Languages,Target,ITT Recruitment,2985,33
202324,Academic year,National,E92000001,England,Previously excluded,Modern Foreign Languages,Entrants,Total,108,100
202324,Academic year,National,E92000001,England,Previously excluded,Modern Foreign Languages,Entrants,Postgraduates,108,100
202324,Academic year,National,E92000001,England,Previously excluded,Modern Foreign Languages,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Modern Foreign Languages,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Music,Entrants,Total,216,100
202324,Academic year,National,E92000001,England,Original,Music,Entrants,Postgraduates,216,100
202324,Academic year,National,E92000001,England,Original,Music,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Original,Music,Target,ITT Recruitment,790,27
202324,Academic year,National,E92000001,England,Previously excluded,Music,Entrants,Total,22,100
202324,Academic year,National,E92000001,England,Previously excluded,Music,Entrants,Postgraduates,22,100
202324,Academic year,National,E92000001,England,Previously excluded,Music,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Music,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Other,Entrants,Total,530,100
202324,Academic year,National,E92000001,England,Original,Other,Entrants,Postgraduates,522,98
202324,Academic year,National,E92000001,England,Original,Other,Entrants,Undergraduates,8,2
202324,Academic year,National,E92000001,England,Original,Other,Target,ITT Recruitment,2550,20
202324,Academic year,National,E92000001,England,Previously excluded,Other,Entrants,Total,42,100
202324,Academic year,National,E92000001,England,Previously excluded,Other,Entrants,Postgraduates,42,100
202324,Academic year,National,E92000001,England,Previously excluded,Other,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Other,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Physical Education,Entrants,Total,1484,100
202324,Academic year,National,E92000001,England,Original,Physical Education,Entrants,Postgraduates,1323,89
202324,Academic year,National,E92000001,England,Original,Physical Education,Entrants,Undergraduates,161,11
202324,Academic year,National,E92000001,England,Original,Physical Education,Target,ITT Recruitment,735,180
202324,Academic year,National,E92000001,England,Previously excluded,Physical Education,Entrants,Total,164,100
202324,Academic year,National,E92000001,England,Previously excluded,Physical Education,Entrants,Postgraduates,164,100
202324,Academic year,National,E92000001,England,Previously excluded,Physical Education,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Physical Education,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Physics,Entrants,Total,469,100
202324,Academic year,National,E92000001,England,Original,Physics,Entrants,Postgraduates,466,99
202324,Academic year,National,E92000001,England,Original,Physics,Entrants,Undergraduates,3,1
202324,Academic year,National,E92000001,England,Original,Physics,Target,ITT Recruitment,2820,17
202324,Academic year,National,E92000001,England,Previously excluded,Physics,Entrants,Total,98,100
202324,Academic year,National,E92000001,England,Previously excluded,Physics,Entrants,Postgraduates,98,100
202324,Academic year,National,E92000001,England,Previously excluded,Physics,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Physics,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Religious Education,Entrants,Total,275,100
202324,Academic year,National,E92000001,England,Original,Religious Education,Entrants,Postgraduates,269,98
202324,Academic year,National,E92000001,England,Original,Religious Education,Entrants,Undergraduates,6,2
202324,Academic year,National,E92000001,England,Original,Religious Education,Target,ITT Recruitment,655,41
202324,Academic year,National,E92000001,England,Previously excluded,Religious Education,Entrants,Total,18,100
202324,Academic year,National,E92000001,England,Previously excluded,Religious Education,Entrants,Postgraduates,18,100
202324,Academic year,National,E92000001,England,Previously excluded,Religious Education,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Religious Education,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Primary,Entrants,Total,13351,100
202324,Academic year,National,E92000001,England,Original,Primary,Entrants,Postgraduates,8644,65
202324,Academic year,National,E92000001,England,Original,Primary,Entrants,Undergraduates,4707,35
202324,Academic year,National,E92000001,England,Original,Primary,Target,ITT Recruitment,9180,94
202324,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Total,500,100
202324,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Postgraduates,481,96
202324,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Undergraduates,19,4
202324,Academic year,National,E92000001,England,Previously excluded,Primary,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Secondary,Entrants,Total,13023,100
202324,Academic year,National,E92000001,England,Original,Secondary,Entrants,Postgraduates,12766,98
202324,Academic year,National,E92000001,England,Original,Secondary,Entrants,Undergraduates,257,2
202324,Academic year,National,E92000001,England,Original,Secondary,Target,ITT Recruitment,26360,48
202324,Academic year,National,E92000001,England,Previously excluded,Secondary,Entrants,Total,786,100
202324,Academic year,National,E92000001,England,Previously excluded,Secondary,Entrants,Postgraduates,785,100
202324,Academic year,National,E92000001,England,Previously excluded,Secondary,Entrants,Undergraduates,1,0
202324,Academic year,National,E92000001,England,Previously excluded,Secondary,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Total Science,Entrants,Total,2152,100
202324,Academic year,National,E92000001,England,Original,Total Science,Entrants,Postgraduates,2142,100
202324,Academic year,National,E92000001,England,Original,Total Science,Entrants,Undergraduates,10,0
202324,Academic year,National,E92000001,England,Original,Total Science,Target,ITT Recruitment,5065,42
202324,Academic year,National,E92000001,England,Previously excluded,Total Science,Entrants,Total,146,100
202324,Academic year,National,E92000001,England,Previously excluded,Total Science,Entrants,Postgraduates,146,100
202324,Academic year,National,E92000001,England,Previously excluded,Total Science,Entrants,Undergraduates,0,0
202324,Academic year,National,E92000001,England,Previously excluded,Total Science,Target,ITT Recruitment,z,z
202324,Academic year,National,E92000001,England,Original,Total,Entrants,Total,26374,100
202324,Academic year,National,E92000001,England,Original,Total,Entrants,Postgraduates,21410,81
202324,Academic year,National,E92000001,England,Original,Total,Entrants,Undergraduates,4964,19
202324,Academic year,National,E92000001,England,Original,Total,Target,ITT Recruitment,35540,60
202324,Academic year,National,E92000001,England,Previously excluded,Total,Entrants,Total,1286,100
202324,Academic year,National,E92000001,England,Previously excluded,Total,Entrants,Postgraduates,1266,98
202324,Academic year,National,E92000001,England,Previously excluded,Total,Entrants,Undergraduates,20,2
202324,Academic year,National,E92000001,England,Previously excluded,Total,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Art & Design,Entrants,Total,701,100
202425,Academic year,National,E92000001,England,Original,Art & Design,Entrants,Postgraduates,701,100
202425,Academic year,National,E92000001,England,Original,Art & Design,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Original,Art & Design,Target,ITT Recruitment,1095,64
202425,Academic year,National,E92000001,England,Previously excluded,Art & Design,Entrants,Total,21,100
202425,Academic year,National,E92000001,England,Previously excluded,Art & Design,Entrants,Postgraduates,21,100
202425,Academic year,National,E92000001,England,Previously excluded,Art & Design,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Art & Design,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Biology,Entrants,Total,1294,100
202425,Academic year,National,E92000001,England,Original,Biology,Entrants,Postgraduates,1294,100
202425,Academic year,National,E92000001,England,Original,Biology,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Original,Biology,Target,ITT Recruitment,1120,116
202425,Academic year,National,E92000001,England,Previously excluded,Biology,Entrants,Total,21,100
202425,Academic year,National,E92000001,England,Previously excluded,Biology,Entrants,Postgraduates,20,95
202425,Academic year,National,E92000001,England,Previously excluded,Biology,Entrants,Undergraduates,1,5
202425,Academic year,National,E92000001,England,Previously excluded,Biology,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Business Studies,Entrants,Total,191,100
202425,Academic year,National,E92000001,England,Original,Business Studies,Entrants,Postgraduates,191,100
202425,Academic year,National,E92000001,England,Original,Business Studies,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Original,Business Studies,Target,ITT Recruitment,1200,16
202425,Academic year,National,E92000001,England,Previously excluded,Business Studies,Entrants,Total,23,100
202425,Academic year,National,E92000001,England,Previously excluded,Business Studies,Entrants,Postgraduates,23,100
202425,Academic year,National,E92000001,England,Previously excluded,Business Studies,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Business Studies,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Chemistry,Entrants,Total,750,100
202425,Academic year,National,E92000001,England,Original,Chemistry,Entrants,Postgraduates,748,100
202425,Academic year,National,E92000001,England,Original,Chemistry,Entrants,Undergraduates,2,0
202425,Academic year,National,E92000001,England,Original,Chemistry,Target,ITT Recruitment,1220,61
202425,Academic year,National,E92000001,England,Previously excluded,Chemistry,Entrants,Total,12,100
202425,Academic year,National,E92000001,England,Previously excluded,Chemistry,Entrants,Postgraduates,12,100
202425,Academic year,National,E92000001,England,Previously excluded,Chemistry,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Chemistry,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Computing,Entrants,Total,493,100
202425,Academic year,National,E92000001,England,Original,Computing,Entrants,Postgraduates,488,99
202425,Academic year,National,E92000001,England,Original,Computing,Entrants,Undergraduates,5,1
202425,Academic year,National,E92000001,England,Original,Computing,Target,ITT Recruitment,1330,37
202425,Academic year,National,E92000001,England,Previously excluded,Computing,Entrants,Total,9,100
202425,Academic year,National,E92000001,England,Previously excluded,Computing,Entrants,Postgraduates,8,89
202425,Academic year,National,E92000001,England,Previously excluded,Computing,Entrants,Undergraduates,1,11
202425,Academic year,National,E92000001,England,Previously excluded,Computing,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Design & Technology,Entrants,Total,612,100
202425,Academic year,National,E92000001,England,Original,Design & Technology,Entrants,Postgraduates,612,100
202425,Academic year,National,E92000001,England,Original,Design & Technology,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Original,Design & Technology,Target,ITT Recruitment,1565,39
202425,Academic year,National,E92000001,England,Previously excluded,Design & Technology,Entrants,Total,10,100
202425,Academic year,National,E92000001,England,Previously excluded,Design & Technology,Entrants,Postgraduates,10,100
202425,Academic year,National,E92000001,England,Previously excluded,Design & Technology,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Design & Technology,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,English,Entrants,Total,2295,100
202425,Academic year,National,E92000001,England,Original,English,Entrants,Postgraduates,2273,99
202425,Academic year,National,E92000001,England,Original,English,Entrants,Undergraduates,22,1
202425,Academic year,National,E92000001,England,Original,English,Target,ITT Recruitment,2290,99
202425,Academic year,National,E92000001,England,Previously excluded,English,Entrants,Total,43,100
202425,Academic year,National,E92000001,England,Previously excluded,English,Entrants,Postgraduates,43,100
202425,Academic year,National,E92000001,England,Previously excluded,English,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,English,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Geography,Entrants,Total,855,100
202425,Academic year,National,E92000001,England,Original,Geography,Entrants,Postgraduates,855,100
202425,Academic year,National,E92000001,England,Original,Geography,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Original,Geography,Target,ITT Recruitment,945,90
202425,Academic year,National,E92000001,England,Previously excluded,Geography,Entrants,Total,13,100
202425,Academic year,National,E92000001,England,Previously excluded,Geography,Entrants,Postgraduates,13,100
202425,Academic year,National,E92000001,England,Previously excluded,Geography,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Geography,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,History,Entrants,Total,882,100
202425,Academic year,National,E92000001,England,Original,History,Entrants,Postgraduates,877,99
202425,Academic year,National,E92000001,England,Original,History,Entrants,Undergraduates,5,1
202425,Academic year,National,E92000001,England,Original,History,Target,ITT Recruitment,725,121
202425,Academic year,National,E92000001,England,Previously excluded,History,Entrants,Total,31,100
202425,Academic year,National,E92000001,England,Previously excluded,History,Entrants,Postgraduates,31,100
202425,Academic year,National,E92000001,England,Previously excluded,History,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,History,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Mathematics,Entrants,Total,2199,100
202425,Academic year,National,E92000001,England,Original,Mathematics,Entrants,Postgraduates,2157,98
202425,Academic year,National,E92000001,England,Original,Mathematics,Entrants,Undergraduates,42,2
202425,Academic year,National,E92000001,England,Original,Mathematics,Target,ITT Recruitment,3065,70
202425,Academic year,National,E92000001,England,Previously excluded,Mathematics,Entrants,Total,70,100
202425,Academic year,National,E92000001,England,Previously excluded,Mathematics,Entrants,Postgraduates,68,97
202425,Academic year,National,E92000001,England,Previously excluded,Mathematics,Entrants,Undergraduates,2,3
202425,Academic year,National,E92000001,England,Previously excluded,Mathematics,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Modern Foreign Languages,Entrants,Total,1126,100
202425,Academic year,National,E92000001,England,Original,Modern Foreign Languages,Entrants,Postgraduates,1126,100
202425,Academic year,National,E92000001,England,Original,Modern Foreign Languages,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Original,Modern Foreign Languages,Target,ITT Recruitment,2560,44
202425,Academic year,National,E92000001,England,Previously excluded,Modern Foreign Languages,Entrants,Total,107,100
202425,Academic year,National,E92000001,England,Previously excluded,Modern Foreign Languages,Entrants,Postgraduates,107,100
202425,Academic year,National,E92000001,England,Previously excluded,Modern Foreign Languages,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Modern Foreign Languages,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Music,Entrants,Total,325,100
202425,Academic year,National,E92000001,England,Original,Music,Entrants,Postgraduates,325,100
202425,Academic year,National,E92000001,England,Original,Music,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Original,Music,Target,ITT Recruitment,820,40
202425,Academic year,National,E92000001,England,Previously excluded,Music,Entrants,Total,20,100
202425,Academic year,National,E92000001,England,Previously excluded,Music,Entrants,Postgraduates,20,100
202425,Academic year,National,E92000001,England,Previously excluded,Music,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Music,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Other,Entrants,Total,528,100
202425,Academic year,National,E92000001,England,Original,Other,Entrants,Postgraduates,523,99
202425,Academic year,National,E92000001,England,Original,Other,Entrants,Undergraduates,5,1
202425,Academic year,National,E92000001,England,Original,Other,Target,ITT Recruitment,2565,20
202425,Academic year,National,E92000001,England,Previously excluded,Other,Entrants,Total,27,100
202425,Academic year,National,E92000001,England,Previously excluded,Other,Entrants,Postgraduates,27,100
202425,Academic year,National,E92000001,England,Previously excluded,Other,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Other,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Physical Education,Entrants,Total,1476,100
202425,Academic year,National,E92000001,England,Original,Physical Education,Entrants,Postgraduates,1332,90
202425,Academic year,National,E92000001,England,Original,Physical Education,Entrants,Undergraduates,144,10
202425,Academic year,National,E92000001,England,Original,Physical Education,Target,ITT Recruitment,625,213
202425,Academic year,National,E92000001,England,Previously excluded,Physical Education,Entrants,Total,90,100
202425,Academic year,National,E92000001,England,Previously excluded,Physical Education,Entrants,Postgraduates,90,100
202425,Academic year,National,E92000001,England,Previously excluded,Physical Education,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Physical Education,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Physics,Entrants,Total,685,100
202425,Academic year,National,E92000001,England,Original,Physics,Entrants,Postgraduates,679,99
202425,Academic year,National,E92000001,England,Original,Physics,Entrants,Undergraduates,6,1
202425,Academic year,National,E92000001,England,Original,Physics,Target,ITT Recruitment,2250,30
202425,Academic year,National,E92000001,England,Previously excluded,Physics,Entrants,Total,119,100
202425,Academic year,National,E92000001,England,Previously excluded,Physics,Entrants,Postgraduates,119,100
202425,Academic year,National,E92000001,England,Previously excluded,Physics,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Physics,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Religious Education,Entrants,Total,461,100
202425,Academic year,National,E92000001,England,Original,Religious Education,Entrants,Postgraduates,451,98
202425,Academic year,National,E92000001,England,Original,Religious Education,Entrants,Undergraduates,10,2
202425,Academic year,National,E92000001,England,Original,Religious Education,Target,ITT Recruitment,580,78
202425,Academic year,National,E92000001,England,Previously excluded,Religious Education,Entrants,Total,11,100
202425,Academic year,National,E92000001,England,Previously excluded,Religious Education,Entrants,Postgraduates,11,100
202425,Academic year,National,E92000001,England,Previously excluded,Religious Education,Entrants,Undergraduates,0,0
202425,Academic year,National,E92000001,England,Previously excluded,Religious Education,Target,ITT Recruitment,z,z
202425,Academic year,National,E92000001,England,Original,Primary,Entrants,Total,12911,100
202425,Academic year,National,E92000001,England,Original,Primary,Entrants,Postgraduates,8473,66
202425,Academic year,National,E92000001,England,Original,Primary,Entrants,Undergraduates,4438,34
202425,Academic year,National,E92000001,England,Original,Primary,Target,ITT Recruitment,9400,90
202425,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Total,487,100
202425,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Postgraduates,380,78
202425,Academic year,National,E92000001,England,Previously excluded,Primary,Entrants,Undergraduates,107,22
202425,Academic year,National,E92000001,England,Previously excluded,Primary,Target,ITT Recruitment,z,z
