time_period,time_identifier,geographic_level,country_code,country_name,itt_subject,sex,age_grouping,ethnicity_major,nationality_group,num_candidates,num_accepted,perc_accepted_candidates_with_characteristic,in_cycle_accepted_candidates,in_cycle_acceptance_rate
202425,Academic year,National,E92000001,England,Art & Design,Total,35 to 39,Total,Total,158,54,7,65,41
202425,Academic year,National,E92000001,England,Art & Design,Total,40 to 44,Total,Total,150,50,6,58,39
202425,Academic year,National,E92000001,England,Art & Design,Total,45 to 49,Total,Total,92,34,4,39,42
202425,Academic year,National,E92000001,England,Art & Design,Total,50 to 54,Total,Total,73,22,3,25,34
202425,Academic year,National,E92000001,England,Art & Design,Total,55 and over,Total,Total,46,10,1,11,24
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Asian / Asian British,Total,192,61,8,75,39
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Black / African / Caribbean / Black British,Total,212,20,3,25,12
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Mixed / Multiple ethnic groups,Total,86,40,5,43,50
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Other ethnic group,Total,43,10,1,12,28
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,EEA national,107,46,6,50,47
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,Other nationality,262,24,3,32,12
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,Total,1761,777,100,865,49
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,UK and Irish national,1391,707,91,783,56
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,Unknown,1,0,0,x,x
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,Unknown,Total,45,16,2,19,42
202425,Academic year,National,E92000001,England,Art & Design,Total,Total,White,Total,1182,630,81,691,58
202425,Academic year,National,E92000001,England,Art & Design,Total,Under 25,Total,Total,563,309,40,333,59
202425,Academic year,National,E92000001,England,Biology,Female,Total,Total,Total,2483,821,71,956,39
202425,Academic year,National,E92000001,England,Biology,Male,Total,Total,Total,1563,337,29,409,26
202425,Academic year,National,E92000001,England,Biology,Other sex,Total,Total,Total,5,2,0,x,x
202425,Academic year,National,E92000001,England,Biology,Total,25 to 29,Total,Total,937,291,25,331,35
202425,Academic year,National,E92000001,England,Biology,Total,30 to 34,Total,Total,719,119,10,159,22
202425,Academic year,National,E92000001,England,Biology,Total,35 to 39,Total,Total,615,70,6,100,16
202425,Academic year,National,E92000001,England,Biology,Total,40 to 44,Total,Total,364,53,5,65,18
202425,Academic year,National,E92000001,England,Biology,Total,45 to 49,Total,Total,236,45,4,58,25
202425,Academic year,National,E92000001,England,Biology,Total,50 to 54,Total,Total,108,22,2,30,28
202425,Academic year,National,E92000001,England,Biology,Total,55 and over,Total,Total,65,19,2,24,37
202425,Academic year,National,E92000001,England,Biology,Total,Total,Asian / Asian British,Total,883,228,20,273,31
202425,Academic year,National,E92000001,England,Biology,Total,Total,Black / African / Caribbean / Black British,Total,1487,87,7,116,8
202425,Academic year,National,E92000001,England,Biology,Total,Total,Mixed / Multiple ethnic groups,Total,103,51,4,59,57
202425,Academic year,National,E92000001,England,Biology,Total,Total,Other ethnic group,Total,145,36,3,43,30
202425,Academic year,National,E92000001,England,Biology,Total,Total,Total,EEA national,153,58,5,68,44
202425,Academic year,National,E92000001,England,Biology,Total,Total,Total,Other nationality,1794,84,7,123,7
202425,Academic year,National,E92000001,England,Biology,Total,Total,Total,Total,4080,1169,100,1380,34
202425,Academic year,National,E92000001,England,Biology,Total,Total,Total,UK and Irish national,2132,1027,88,1188,56
202425,Academic year,National,E92000001,England,Biology,Total,Total,Total,Unknown,1,0,0,x,x
202425,Academic year,National,E92000001,England,Biology,Total,Total,Unknown,Total,105,32,3,38,36
202425,Academic year,National,E92000001,England,Biology,Total,Total,White,Total,1356,735,63,850,63
202425,Academic year,National,E92000001,England,Biology,Total,Under 25,Total,Total,1035,550,47,612,59
202425,Academic year,National,E92000001,England,Business Studies,Female,Total,Total,Total,473,80,47,99,21
202425,Academic year,National,E92000001,England,Business Studies,Male,Total,Total,Total,672,89,53,122,18
202425,Academic year,National,E92000001,England,Business Studies,Other sex,Total,Total,Total,0,0,0,0,0
202425,Academic year,National,E92000001,England,Business Studies,Total,25 to 29,Total,Total,183,34,20,44,24
202425,Academic year,National,E92000001,England,Business Studies,Total,30 to 34,Total,Total,188,19,11,26,14
202425,Academic year,National,E92000001,England,Business Studies,Total,35 to 39,Total,Total,188,13,8,17,9
202425,Academic year,National,E92000001,England,Business Studies,Total,40 to 44,Total,Total,167,12,7,21,13
202425,Academic year,National,E92000001,England,Business Studies,Total,45 to 49,Total,Total,96,8,5,9,9
202425,Academic year,National,E92000001,England,Business Studies,Total,50 to 54,Total,Total,66,7,4,9,14
202425,Academic year,National,E92000001,England,Business Studies,Total,55 and over,Total,Total,60,12,7,15,25
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Asian / Asian British,Total,257,51,30,69,27
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Black / African / Caribbean / Black British,Total,544,27,16,35,6
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Mixed / Multiple ethnic groups,Total,22,5,3,x,x
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Other ethnic group,Total,47,8,5,11,23
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Total,EEA national,53,8,5,12,23
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Total,Other nationality,618,27,16,39,6
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Total,Total,1151,170,100,222,19
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Total,UK and Irish national,480,135,79,171,36
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,Unknown,Total,29,6,4,7,24
202425,Academic year,National,E92000001,England,Business Studies,Total,Total,White,Total,252,73,43,93,37
202425,Academic year,National,E92000001,England,Business Studies,Total,Under 25,Total,Total,203,65,38,81,40
202425,Academic year,National,E92000001,England,Chemistry,Female,Total,Total,Total,1455,453,60,513,35
202425,Academic year,National,E92000001,England,Chemistry,Male,Total,Total,Total,1723,298,40,365,21
202425,Academic year,National,E92000001,England,Chemistry,Other sex,Total,Total,Total,3,1,0,x,x
202425,Academic year,National,E92000001,England,Chemistry,Total,25 to 29,Total,Total,716,176,23,205,29
202425,Academic year,National,E92000001,England,Chemistry,Total,30 to 34,Total,Total,601,85,11,101,17
202425,Academic year,National,E92000001,England,Chemistry,Total,35 to 39,Total,Total,551,66,9,87,16
202425,Academic year,National,E92000001,England,Chemistry,Total,40 to 44,Total,Total,382,49,6,68,18
202425,Academic year,National,E92000001,England,Chemistry,Total,45 to 49,Total,Total,223,47,6,54,24
202425,Academic year,National,E92000001,England,Chemistry,Total,50 to 54,Total,Total,93,20,3,25,27
202425,Academic year,National,E92000001,England,Chemistry,Total,55 and over,Total,Total,68,16,2,20,29
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Asian / Asian British,Total,793,202,26,237,30
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Black / African / Caribbean / Black British,Total,1557,107,14,162,10
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Mixed / Multiple ethnic groups,Total,69,39,5,39,57
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Other ethnic group,Total,98,27,4,31,32
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,EEA national,116,47,6,51,44
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,Other nationality,1928,102,13,155,8
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,Total,3214,764,100,892,28
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,UK and Irish national,1168,615,80,686,59
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,Unknown,2,0,0,x,x
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,Unknown,Total,69,15,2,16,23
202425,Academic year,National,E92000001,England,Chemistry,Total,Total,White,Total,626,374,49,407,65
202425,Academic year,National,E92000001,England,Chemistry,Total,Under 25,Total,Total,578,305,40,332,57
202425,Academic year,National,E92000001,England,Classics,Female,Total,Total,Total,53,23,47,27,51
202425,Academic year,National,E92000001,England,Classics,Male,Total,Total,Total,51,25,51,26,51
202425,Academic year,National,E92000001,England,Classics,Other sex,Total,Total,Total,1,1,2,x,x
202425,Academic year,National,E92000001,England,Classics,Total,25 to 29,Total,Total,30,19,37,19,63
202425,Academic year,National,E92000001,England,Classics,Total,30 to 34,Total,Total,16,3,6,x,x
202425,Academic year,National,E92000001,England,Classics,Total,35 to 39,Total,Total,7,1,2,x,x
202425,Academic year,National,E92000001,England,Classics,Total,40 to 44,Total,Total,8,4,8,x,x
202425,Academic year,National,E92000001,England,Classics,Total,45 to 49,Total,Total,3,1,2,x,x
202425,Academic year,National,E92000001,England,Classics,Total,50 to 54,Total,Total,6,2,4,x,x
202425,Academic year,National,E92000001,England,Classics,Total,55 and over,Total,Total,7,0,0,x,x
202425,Academic year,National,E92000001,England,Classics,Total,Total,Asian / Asian British,Total,5,0,0,x,x
202425,Academic year,National,E92000001,England,Classics,Total,Total,Black / African / Caribbean / Black British,Total,5,0,0,x,x
202425,Academic year,National,E92000001,England,Classics,Total,Total,Mixed / Multiple ethnic groups,Total,3,1,2,x,x
202425,Academic year,National,E92000001,England,Classics,Total,Total,Other ethnic group,Total,2,1,2,x,x
202425,Academic year,National,E92000001,England,Classics,Total,Total,Total,EEA national,13,0,0,x,x
202425,Academic year,National,E92000001,England,Classics,Total,Total,Total,Other nationality,8,1,2,x,x
202425,Academic year,National,E92000001,England,Classics,Total,Total,Total,Total,113,51,100,58,51
202425,Academic year,National,E92000001,England,Classics,Total,Total,Total,UK and Irish national,92,50,98,56,61
202425,Academic year,National,E92000001,England,Classics,Total,Total,Unknown,Total,5,1,2,x,x
202425,Academic year,National,E92000001,England,Classics,Total,Total,White,Total,93,48,94,53,57
202425,Academic year,National,E92000001,England,Classics,Total,Under 25,Total,Total,36,21,41,23,64
202425,Academic year,National,E92000001,England,Computing,Female,Total,Total,Total,739,160,31,196,27
202425,Academic year,National,E92000001,England,Computing,Male,Total,Total,Total,1575,358,69,432,27
202425,Academic year,National,E92000001,England,Computing,Other sex,Total,Total,Total,6,1,0,x,x
202425,Academic year,National,E92000001,England,Computing,Total,25 to 29,Total,Total,508,111,21,134,26
202425,Academic year,National,E92000001,England,Computing,Total,30 to 34,Total,Total,402,51,10,64,16
202425,Academic year,National,E92000001,England,Computing,Total,35 to 39,Total,Total,380,56,11,68,18
202425,Academic year,National,E92000001,England,Computing,Total,40 to 44,Total,Total,312,56,11,66,21
202425,Academic year,National,E92000001,England,Computing,Total,45 to 49,Total,Total,191,33,6,52,27
202425,Academic year,National,E92000001,England,Computing,Total,50 to 54,Total,Total,109,29,6,37,34
202425,Academic year,National,E92000001,England,Computing,Total,55 and over,Total,Total,80,31,6,35,44
202425,Academic year,National,E92000001,England,Computing,Total,Total,Asian / Asian British,Total,625,158,30,198,32
202425,Academic year,National,E92000001,England,Computing,Total,Total,Black / African / Caribbean / Black British,Total,1003,90,17,112,11
202425,Academic year,National,E92000001,England,Computing,Total,Total,Mixed / Multiple ethnic groups,Total,61,21,4,27,44
202425,Academic year,National,E92000001,England,Computing,Total,Total,Other ethnic group,Total,74,14,3,20,27
202425,Academic year,National,E92000001,England,Computing,Total,Total,Total,EEA national,95,29,6,37,39
202425,Academic year,National,E92000001,England,Computing,Total,Total,Total,Other nationality,1179,75,14,103,9
202425,Academic year,National,E92000001,England,Computing,Total,Total,Total,Total,2347,524,100,637,27
202425,Academic year,National,E92000001,England,Computing,Total,Total,Total,UK and Irish national,1071,420,80,497,46
202425,Academic year,National,E92000001,England,Computing,Total,Total,Total,Unknown,2,0,0,x,x
202425,Academic year,National,E92000001,England,Computing,Total,Total,Unknown,Total,73,11,2,15,21
202425,Academic year,National,E92000001,England,Computing,Total,Total,White,Total,509,230,44,265,52
202425,Academic year,National,E92000001,England,Computing,Total,Under 25,Total,Total,363,157,30,181,50
202425,Academic year,National,E92000001,England,Design & Technology,Female,Total,Total,Total,900,431,72,482,54
202425,Academic year,National,E92000001,England,Design & Technology,Male,Total,Total,Total,548,164,28,187,34
202425,Academic year,National,E92000001,England,Design & Technology,Other sex,Total,Total,Total,1,0,0,x,x
202425,Academic year,National,E92000001,England,Design & Technology,Total,25 to 29,Total,Total,336,153,25,163,49
202425,Academic year,National,E92000001,England,Design & Technology,Total,30 to 34,Total,Total,267,92,15,105,39
202425,Academic year,National,E92000001,England,Design & Technology,Total,35 to 39,Total,Total,212,76,13,89,42
202425,Academic year,National,E92000001,England,Design & Technology,Total,40 to 44,Total,Total,182,64,11,74,41
202425,Academic year,National,E92000001,England,Design & Technology,Total,45 to 49,Total,Total,113,44,7,55,49
202425,Academic year,National,E92000001,England,Design & Technology,Total,50 to 54,Total,Total,85,41,7,50,59
202425,Academic year,National,E92000001,England,Design & Technology,Total,55 and over,Total,Total,45,13,2,16,36
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Asian / Asian British,Total,176,53,9,55,31
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Black / African / Caribbean / Black British,Total,325,24,4,33,10
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Mixed / Multiple ethnic groups,Total,61,29,5,31,51
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Other ethnic group,Total,38,11,2,15,39
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Total,EEA national,81,30,5,39,48
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Total,Other nationality,319,11,2,13,4
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Total,Total,1460,601,100,675,46
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Total,UK and Irish national,1060,560,93,623,59
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,Unknown,Total,30,11,2,10,33
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total,White,Total,830,473,79,531,64
202425,Academic year,National,E92000001,England,Design & Technology,Total,Under 25,Total,Total,220,118,20,123,56
202425,Academic year,National,E92000001,England,Drama,Female,Total,Total,Total,434,172,75,202,47
202425,Academic year,National,E92000001,England,Drama,Male,Total,Total,Total,181,55,24,73,40
202425,Academic year,National,E92000001,England,Drama,Other sex,Total,Total,Total,2,1,0,x,x
202425,Academic year,National,E92000001,England,Drama,Total,25 to 29,Total,Total,159,46,20,55,35
202425,Academic year,National,E92000001,England,Drama,Total,30 to 34,Total,Total,77,23,10,30,39
202425,Academic year,National,E92000001,England,Drama,Total,35 to 39,Total,Total,39,3,1,6,15
202425,Academic year,National,E92000001,England,Drama,Total,40 to 44,Total,Total,28,5,2,x,x
202425,Academic year,National,E92000001,England,Drama,Total,45 to 49,Total,Total,22,5,2,x,x
202425,Academic year,National,E92000001,England,Drama,Total,50 to 54,Total,Total,12,4,2,x,x
202425,Academic year,National,E92000001,England,Drama,Total,55 and over,Total,Total,6,0,0,x,x
202425,Academic year,National,E92000001,England,Drama,Total,Total,Asian / Asian British,Total,26,4,2,x,x
202425,Academic year,National,E92000001,England,Drama,Total,Total,Black / African / Caribbean / Black British,Total,94,16,7,19,20
202425,Academic year,National,E92000001,England,Drama,Total,Total,Mixed / Multiple ethnic groups,Total,23,8,3,x,x
202425,Academic year,National,E92000001,England,Drama,Total,Total,Other ethnic group,Total,11,1,0,x,x
202425,Academic year,National,E92000001,England,Drama,Total,Total,Total,EEA national,16,3,1,x,x
202425,Academic year,National,E92000001,England,Drama,Total,Total,Total,Other nationality,78,3,1,7,9
202425,Academic year,National,E92000001,England,Drama,Total,Total,Total,Total,625,232,100,282,45
202425,Academic year,National,E92000001,England,Drama,Total,Total,Total,UK and Irish national,531,226,97,269,51
202425,Academic year,National,E92000001,England,Drama,Total,Total,Unknown,Total,5,3,1,x,x
202425,Academic year,National,E92000001,England,Drama,Total,Total,White,Total,466,200,86,239,51
202425,Academic year,National,E92000001,England,Drama,Total,Under 25,Total,Total,282,146,63,169,60
202425,Academic year,National,E92000001,England,English,Female,Total,Total,Total,3675,1506,74,1725,47
202425,Academic year,National,E92000001,England,English,Male,Total,Total,Total,1570,514,25,586,37
202425,Academic year,National,E92000001,England,English,Other sex,Total,Total,Total,18,11,1,x,x
202425,Academic year,National,E92000001,England,English,Total,25 to 29,Total,Total,1224,477,23,544,44
202425,Academic year,National,E92000001,England,English,Total,30 to 34,Total,Total,690,184,9,221,32
202425,Academic year,National,E92000001,England,English,Total,35 to 39,Total,Total,531,100,5,118,22
202425,Academic year,National,E92000001,England,English,Total,40 to 44,Total,Total,381,88,4,107,28
202425,Academic year,National,E92000001,England,English,Total,45 to 49,Total,Total,207,59,3,62,30
202425,Academic year,National,E92000001,England,English,Total,50 to 54,Total,Total,125,44,2,49,39
202425,Academic year,National,E92000001,England,English,Total,55 and over,Total,Total,122,29,1,36,30
202425,Academic year,National,E92000001,England,English,Total,Total,Asian / Asian British,Total,894,274,13,314,35
202425,Academic year,National,E92000001,England,English,Total,Total,Black / African / Caribbean / Black British,Total,1175,143,7,172,15
202425,Academic year,National,E92000001,England,English,Total,Total,Mixed / Multiple ethnic groups,Total,218,92,4,107,49
202425,Academic year,National,E92000001,England,English,Total,Total,Other ethnic group,Total,164,46,2,52,32
202425,Academic year,National,E92000001,England,English,Total,Total,Total,EEA national,180,59,3,69,38
202425,Academic year,National,E92000001,England,English,Total,Total,Total,Other nationality,1316,86,4,111,8
202425,Academic year,National,E92000001,England,English,Total,Total,Total,Total,5321,2059,100,2353,44
202425,Academic year,National,E92000001,England,English,Total,Total,Total,UK and Irish national,3822,1914,93,2173,57
202425,Academic year,National,E92000001,England,English,Total,Total,Total,Unknown,3,0,0,x,x
202425,Academic year,National,E92000001,England,English,Total,Total,Unknown,Total,133,41,2,46,35
202425,Academic year,National,E92000001,England,English,Total,Total,White,Total,2734,1463,71,1662,61
202425,Academic year,National,E92000001,England,English,Total,Under 25,Total,Total,2038,1078,52,1216,60
202425,Academic year,National,E92000001,England,Geography,Female,Total,Total,Total,956,454,58,510,53
202425,Academic year,National,E92000001,England,Geography,Male,Total,Total,Total,1049,335,42,388,37
202425,Academic year,National,E92000001,England,Geography,Other sex,Total,Total,Total,1,0,0,x,x
202425,Academic year,National,E92000001,England,Geography,Total,25 to 29,Total,Total,410,157,20,182,44
202425,Academic year,National,E92000001,England,Geography,Total,30 to 34,Total,Total,295,74,9,88,30
202425,Academic year,National,E92000001,England,Geography,Total,35 to 39,Total,Total,260,53,7,65,25
202425,Academic year,National,E92000001,England,Geography,Total,40 to 44,Total,Total,185,27,3,39,21
202425,Academic year,National,E92000001,England,Geography,Total,45 to 49,Total,Total,120,36,4,41,34
202425,Academic year,National,E92000001,England,Geography,Total,50 to 54,Total,Total,83,17,2,22,27
202425,Academic year,National,E92000001,England,Geography,Total,55 and over,Total,Total,42,14,2,18,43
202425,Academic year,National,E92000001,England,Geography,Total,Total,Asian / Asian British,Total,192,61,8,66,34
202425,Academic year,National,E92000001,England,Geography,Total,Total,Black / African / Caribbean / Black British,Total,590,35,4,52,9
202425,Academic year,National,E92000001,England,Geography,Total,Total,Mixed / Multiple ethnic groups,Total,60,30,4,35,58
202425,Academic year,National,E92000001,England,Geography,Total,Total,Other ethnic group,Total,45,9,1,9,20
202425,Academic year,National,E92000001,England,Geography,Total,Total,Total,EEA national,67,22,3,23,34
202425,Academic year,National,E92000001,England,Geography,Total,Total,Total,Other nationality,636,35,4,53,8
202425,Academic year,National,E92000001,England,Geography,Total,Total,Total,Total,2028,801,100,912,45
202425,Academic year,National,E92000001,England,Geography,Total,Total,Total,UK and Irish national,1325,744,93,836,63
202425,Academic year,National,E92000001,England,Geography,Total,Total,Unknown,Total,47,17,2,21,45
202425,Academic year,National,E92000001,England,Geography,Total,Total,White,Total,1094,649,81,729,67
202425,Academic year,National,E92000001,England,Geography,Total,Under 25,Total,Total,633,423,53,457,72
202425,Academic year,National,E92000001,England,History,Female,Total,Total,Total,931,399,51,465,50
202425,Academic year,National,E92000001,England,History,Male,Total,Total,Total,933,379,49,437,47
202425,Academic year,National,E92000001,England,History,Other sex,Total,Total,Total,6,3,0,x,x
202425,Academic year,National,E92000001,England,History,Total,25 to 29,Total,Total,376,138,18,172,46
202425,Academic year,National,E92000001,England,History,Total,30 to 34,Total,Total,214,45,6,48,22
202425,Academic year,National,E92000001,England,History,Total,35 to 39,Total,Total,134,22,3,25,19
202425,Academic year,National,E92000001,England,History,Total,40 to 44,Total,Total,107,24,3,29,27
202425,Academic year,National,E92000001,England,History,Total,45 to 49,Total,Total,39,3,0,7,18
202425,Academic year,National,E92000001,England,History,Total,50 to 54,Total,Total,34,9,1,10,29
202425,Academic year,National,E92000001,England,History,Total,55 and over,Total,Total,41,6,1,10,24
202425,Academic year,National,E92000001,England,History,Total,Total,Asian / Asian British,Total,155,35,4,40,26
202425,Academic year,National,E92000001,England,History,Total,Total,Black / African / Caribbean / Black British,Total,277,17,2,24,9
202425,Academic year,National,E92000001,England,History,Total,Total,Mixed / Multiple ethnic groups,Total,79,33,4,37,47
202425,Academic year,National,E92000001,England,History,Total,Total,Other ethnic group,Total,34,10,1,11,32
202425,Academic year,National,E92000001,England,History,Total,Total,Total,EEA national,52,15,2,22,42
202425,Academic year,National,E92000001,England,History,Total,Total,Total,Other nationality,322,15,2,21,7
202425,Academic year,National,E92000001,England,History,Total,Total,Total,Total,1891,788,100,911,48
202425,Academic year,National,E92000001,England,History,Total,Total,Total,UK and Irish national,1517,758,96,868,57
202425,Academic year,National,E92000001,England,History,Total,Total,Unknown,Total,43,7,1,8,19
202425,Academic year,National,E92000001,England,History,Total,Total,White,Total,1303,686,87,791,61
202425,Academic year,National,E92000001,England,History,Total,Under 25,Total,Total,946,541,69,610,64
202425,Academic year,National,E92000001,England,Mathematics,Female,Total,Total,Total,2969,1051,49,1189,40
202425,Academic year,National,E92000001,England,Mathematics,Male,Total,Total,Total,4500,1095,51,1305,29
202425,Academic year,National,E92000001,England,Mathematics,Other sex,Total,Total,Total,12,7,0,x,x
202425,Academic year,National,E92000001,England,Mathematics,Total,25 to 29,Total,Total,1508,455,21,517,34
202425,Academic year,National,E92000001,England,Mathematics,Total,30 to 34,Total,Total,1257,226,10,286,23
202425,Academic year,National,E92000001,England,Mathematics,Total,35 to 39,Total,Total,1131,156,7,202,18
202425,Academic year,National,E92000001,England,Mathematics,Total,40 to 44,Total,Total,890,171,8,199,22
202425,Academic year,National,E92000001,England,Mathematics,Total,45 to 49,Total,Total,566,128,6,148,26
202425,Academic year,National,E92000001,England,Mathematics,Total,50 to 54,Total,Total,325,94,4,114,35
202425,Academic year,National,E92000001,England,Mathematics,Total,55 and over,Total,Total,241,57,3,72,30
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Asian / Asian British,Total,1879,542,25,608,32
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Black / African / Caribbean / Black British,Total,3032,273,13,374,12
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Mixed / Multiple ethnic groups,Total,147,68,3,75,51
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Other ethnic group,Total,322,101,5,115,36
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,EEA national,290,115,5,135,47
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,Other nationality,3711,291,13,409,11
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,Total,7556,2181,100,2535,34
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,UK and Irish national,3553,1775,81,1991,56
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,Unknown,2,0,0,x,x
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,Unknown,Total,215,61,3,80,37
202425,Academic year,National,E92000001,England,Mathematics,Total,Total,White,Total,1959,1136,52,1283,65
202425,Academic year,National,E92000001,England,Mathematics,Total,Under 25,Total,Total,1636,894,41,997,61
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Female,Total,Total,Total,2006,853,73,1025,51
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Male,Total,Total,Total,921,318,27,404,44
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Other sex,Total,Total,Total,6,1,0,x,x
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,25 to 29,Total,Total,631,288,24,336,53
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,30 to 34,Total,Total,494,153,13,204,41
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,35 to 39,Total,Total,386,108,9,147,38
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,40 to 44,Total,Total,313,108,9,138,44
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,45 to 49,Total,Total,249,85,7,107,43
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,50 to 54,Total,Total,173,61,5,74,43
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,55 and over,Total,Total,121,33,3,47,39
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Asian / Asian British,Total,267,75,6,91,34
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Black / African / Caribbean / Black British,Total,725,111,9,169,23
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Mixed / Multiple ethnic groups,Total,210,85,7,110,52
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Other ethnic group,Total,258,82,7,118,46
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Total,EEA national,787,369,31,434,55
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Total,Other nationality,1072,194,16,295,28
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Total,Total,2957,1181,100,1442,49
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Total,UK and Irish national,1098,618,52,713,65
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Unknown,Total,104,49,4,55,53
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,White,Total,1393,779,66,899,65
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Under 25,Total,Total,590,345,29,389,66
202425,Academic year,National,E92000001,England,Music,Female,Total,Total,Total,296,140,46,162,55
202425,Academic year,National,E92000001,England,Music,Male,Total,Total,Total,310,162,53,184,59
202425,Academic year,National,E92000001,England,Music,Other sex,Total,Total,Total,4,2,1,x,x
202425,Academic year,National,E92000001,England,Music,Total,25 to 29,Total,Total,186,96,31,109,59
202425,Academic year,National,E92000001,England,Music,Total,30 to 34,Total,Total,87,28,9,37,43
202425,Academic year,National,E92000001,England,Music,Total,35 to 39,Total,Total,41,12,4,12,29
202425,Academic year,National,E92000001,England,Music,Total,40 to 44,Total,Total,31,11,4,14,45
202425,Academic year,National,E92000001,England,Music,Total,45 to 49,Total,Total,21,11,4,x,x
202425,Academic year,National,E92000001,England,Music,Total,50 to 54,Total,Total,12,4,1,x,x
202425,Academic year,National,E92000001,England,Music,Total,55 and over,Total,Total,11,1,0,x,x
202425,Academic year,National,E92000001,England,Music,Total,Total,Asian / Asian British,Total,66,27,9,33,50
202425,Academic year,National,E92000001,England,Music,Total,Total,Black / African / Caribbean / Black British,Total,66,12,4,14,21
202425,Academic year,National,E92000001,England,Music,Total,Total,Mixed / Multiple ethnic groups,Total,34,17,5,17,50
202425,Academic year,National,E92000001,England,Music,Total,Total,Other ethnic group,Total,9,2,1,x,x
202425,Academic year,National,E92000001,England,Music,Total,Total,Total,EEA national,50,16,5,20,40
202425,Academic year,National,E92000001,England,Music,Total,Total,Total,Other nationality,103,21,7,28,27
202425,Academic year,National,E92000001,England,Music,Total,Total,Total,Total,618,310,100,354,57
