time_period,time_identifier,geographic_level,country_code,country_name,itt_subject,sex,age_grouping,ethnicity_major,nationality_group,num_candidates,num_accepted,perc_accepted_candidates_with_characteristic,in_cycle_accepted_candidates,in_cycle_acceptance_rate
202223,Academic year,National,E92000001,England,Art & Design,Female,Total,Total,Total,878,440,87,539,61
202223,Academic year,National,E92000001,England,Art & Design,Male,Total,Total,Total,196,67,13,84,43
202223,Academic year,National,E92000001,England,Art & Design,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Art & Design,Total,25 to 29,Total,Total,287,154,30,182,63
202223,Academic year,National,E92000001,England,Art & Design,Total,30 to 34,Total,Total,144,59,12,79,55
202223,Academic year,National,E92000001,England,Art & Design,Total,35 to 39,Total,Total,74,25,5,36,49
202223,Academic year,National,E92000001,England,Art & Design,Total,40 to 44,Total,Total,48,18,4,24,50
202223,Academic year,National,E92000001,England,Art & Design,Total,45 to 49,Total,Total,53,21,4,24,45
202223,Academic year,National,E92000001,England,Art & Design,Total,50 to 54,Total,Total,40,13,3,18,45
202223,Academic year,National,E92000001,England,Art & Design,Total,55 and over,Total,Total,19,5,1,x,x
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Asian / Asian British,Total,91,33,6,35,38
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Black / African / Caribbean / Black British,Total,63,10,2,14,22
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Mixed / Multiple ethnic groups,Total,49,23,4,29,59
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Other ethnic group,Total,23,7,1,x,x
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,EEA national,58,22,4,32,55
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,Other nationality,61,12,2,17,28
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,Total,1086,512,100,628,58
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Total,UK and Irish national,967,478,93,579,60
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,Unknown,Total,36,12,2,14,39
202223,Academic year,National,E92000001,England,Art & Design,Total,Total,White,Total,824,427,83,527,64
202223,Academic year,National,E92000001,England,Art & Design,Total,Under 25,Total,Total,421,217,42,259,62
202223,Academic year,National,E92000001,England,Biology,Female,Total,Total,Total,998,412,68,501,50
202223,Academic year,National,E92000001,England,Biology,Male,Total,Total,Total,520,190,32,232,45
202223,Academic year,National,E92000001,England,Biology,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Biology,Total,25 to 29,Total,Total,339,136,22,163,48
202223,Academic year,National,E92000001,England,Biology,Total,30 to 34,Total,Total,231,62,10,80,35
202223,Academic year,National,E92000001,England,Biology,Total,35 to 39,Total,Total,180,43,7,61,34
202223,Academic year,National,E92000001,England,Biology,Total,40 to 44,Total,Total,111,24,4,31,28
202223,Academic year,National,E92000001,England,Biology,Total,45 to 49,Total,Total,70,12,2,21,30
202223,Academic year,National,E92000001,England,Biology,Total,50 to 54,Total,Total,41,8,1,12,29
202223,Academic year,National,E92000001,England,Biology,Total,55 and over,Total,Total,27,3,0,x,x
202223,Academic year,National,E92000001,England,Biology,Total,Total,Asian / Asian British,Total,339,108,18,138,41
202223,Academic year,National,E92000001,England,Biology,Total,Total,Black / African / Caribbean / Black British,Total,309,44,7,74,24
202223,Academic year,National,E92000001,England,Biology,Total,Total,Mixed / Multiple ethnic groups,Total,53,27,4,30,57
202223,Academic year,National,E92000001,England,Biology,Total,Total,Other ethnic group,Total,47,10,2,16,34
202223,Academic year,National,E92000001,England,Biology,Total,Total,Total,EEA national,58,27,4,29,50
202223,Academic year,National,E92000001,England,Biology,Total,Total,Total,Other nationality,416,51,8,88,21
202223,Academic year,National,E92000001,England,Biology,Total,Total,Total,Total,1534,606,100,737,48
202223,Academic year,National,E92000001,England,Biology,Total,Total,Total,UK and Irish national,1060,528,87,620,58
202223,Academic year,National,E92000001,England,Biology,Total,Total,Unknown,Total,49,12,2,15,31
202223,Academic year,National,E92000001,England,Biology,Total,Total,White,Total,737,405,67,464,63
202223,Academic year,National,E92000001,England,Biology,Total,Under 25,Total,Total,535,318,52,361,67
202223,Academic year,National,E92000001,England,Business Studies,Female,Total,Total,Total,345,104,55,142,41
202223,Academic year,National,E92000001,England,Business Studies,Male,Total,Total,Total,333,85,45,116,35
202223,Academic year,National,E92000001,England,Business Studies,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Business Studies,Total,25 to 29,Total,Total,130,47,25,60,46
202223,Academic year,National,E92000001,England,Business Studies,Total,30 to 34,Total,Total,98,19,10,31,32
202223,Academic year,National,E92000001,England,Business Studies,Total,35 to 39,Total,Total,83,12,6,16,19
202223,Academic year,National,E92000001,England,Business Studies,Total,40 to 44,Total,Total,72,11,6,19,26
202223,Academic year,National,E92000001,England,Business Studies,Total,45 to 49,Total,Total,50,10,5,13,26
202223,Academic year,National,E92000001,England,Business Studies,Total,50 to 54,Total,Total,33,7,4,11,33
202223,Academic year,National,E92000001,England,Business Studies,Total,55 and over,Total,Total,24,0,0,x,x
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Asian / Asian British,Total,166,55,29,75,45
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Black / African / Caribbean / Black British,Total,221,24,13,37,17
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Mixed / Multiple ethnic groups,Total,18,4,2,x,x
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Other ethnic group,Total,30,9,5,14,47
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Total,EEA national,27,5,3,x,x
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Total,Other nationality,228,22,12,40,18
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Total,Total,685,191,100,260,38
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Total,UK and Irish national,430,164,86,213,50
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,Unknown,Total,14,2,1,x,x
202223,Academic year,National,E92000001,England,Business Studies,Total,Total,White,Total,236,97,51,124,53
202223,Academic year,National,E92000001,England,Business Studies,Total,Under 25,Total,Total,195,85,45,108,55
202223,Academic year,National,E92000001,England,Chemistry,Female,Total,Total,Total,950,444,61,517,54
202223,Academic year,National,E92000001,England,Chemistry,Male,Total,Total,Total,680,285,39,350,51
202223,Academic year,National,E92000001,England,Chemistry,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Chemistry,Total,25 to 29,Total,Total,375,176,24,203,54
202223,Academic year,National,E92000001,England,Chemistry,Total,30 to 34,Total,Total,216,64,9,86,40
202223,Academic year,National,E92000001,England,Chemistry,Total,35 to 39,Total,Total,203,69,9,86,42
202223,Academic year,National,E92000001,England,Chemistry,Total,40 to 44,Total,Total,163,46,6,60,37
202223,Academic year,National,E92000001,England,Chemistry,Total,45 to 49,Total,Total,94,38,5,47,50
202223,Academic year,National,E92000001,England,Chemistry,Total,50 to 54,Total,Total,41,13,2,15,37
202223,Academic year,National,E92000001,England,Chemistry,Total,55 and over,Total,Total,38,5,1,8,21
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Asian / Asian British,Total,455,180,24,222,49
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Black / African / Caribbean / Black British,Total,370,77,10,108,29
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Mixed / Multiple ethnic groups,Total,51,24,3,28,55
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Other ethnic group,Total,66,25,3,29,44
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,EEA national,73,38,5,42,58
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,Other nationality,487,75,10,118,24
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,Total,1652,739,100,879,53
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Total,UK and Irish national,1092,626,85,719,66
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,Unknown,Total,54,18,2,22,41
202223,Academic year,National,E92000001,England,Chemistry,Total,Total,White,Total,656,415,56,470,72
202223,Academic year,National,E92000001,England,Chemistry,Total,Under 25,Total,Total,522,328,44,374,72
202223,Academic year,National,E92000001,England,Classics,Female,Total,Total,Total,64,34,60,42,66
202223,Academic year,National,E92000001,England,Classics,Male,Total,Total,Total,41,23,40,25,61
202223,Academic year,National,E92000001,England,Classics,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Classics,Total,25 to 29,Total,Total,36,19,32,22,61
202223,Academic year,National,E92000001,England,Classics,Total,30 to 34,Total,Total,10,5,8,x,x
202223,Academic year,National,E92000001,England,Classics,Total,35 to 39,Total,Total,5,0,0,x,x
202223,Academic year,National,E92000001,England,Classics,Total,40 to 44,Total,Total,6,3,5,x,x
202223,Academic year,National,E92000001,England,Classics,Total,45 to 49,Total,Total,1,0,0,x,x
202223,Academic year,National,E92000001,England,Classics,Total,50 to 54,Total,Total,2,1,2,x,x
202223,Academic year,National,E92000001,England,Classics,Total,55 and over,Total,Total,1,0,0,x,x
202223,Academic year,National,E92000001,England,Classics,Total,Total,Asian / Asian British,Total,4,3,5,x,x
202223,Academic year,National,E92000001,England,Classics,Total,Total,Black / African / Caribbean / Black British,Total,2,0,0,x,x
202223,Academic year,National,E92000001,England,Classics,Total,Total,Mixed / Multiple ethnic groups,Total,6,2,3,x,x
202223,Academic year,National,E92000001,England,Classics,Total,Total,Other ethnic group,Total,2,1,2,x,x
202223,Academic year,National,E92000001,England,Classics,Total,Total,Total,EEA national,12,6,10,x,x
202223,Academic year,National,E92000001,England,Classics,Total,Total,Total,Other nationality,4,0,0,x,x
202223,Academic year,National,E92000001,England,Classics,Total,Total,Total,Total,109,59,100,69,63
202223,Academic year,National,E92000001,England,Classics,Total,Total,Total,UK and Irish national,93,53,90,62,67
202223,Academic year,National,E92000001,England,Classics,Total,Total,Unknown,Total,7,4,7,x,x
202223,Academic year,National,E92000001,England,Classics,Total,Total,White,Total,88,49,83,56,64
202223,Academic year,National,E92000001,England,Classics,Total,Under 25,Total,Total,48,31,53,34,71
202223,Academic year,National,E92000001,England,Computing,Female,Total,Total,Total,346,100,30,139,40
202223,Academic year,National,E92000001,England,Computing,Male,Total,Total,Total,621,234,70,292,47
202223,Academic year,National,E92000001,England,Computing,Other sex,Total,Total,Total,2,1,0,x,x
202223,Academic year,National,E92000001,England,Computing,Total,25 to 29,Total,Total,210,72,21,96,46
202223,Academic year,National,E92000001,England,Computing,Total,30 to 34,Total,Total,146,40,12,50,34
202223,Academic year,National,E92000001,England,Computing,Total,35 to 39,Total,Total,127,32,9,43,34
202223,Academic year,National,E92000001,England,Computing,Total,40 to 44,Total,Total,112,30,9,39,35
202223,Academic year,National,E92000001,England,Computing,Total,45 to 49,Total,Total,80,22,6,29,36
202223,Academic year,National,E92000001,England,Computing,Total,50 to 54,Total,Total,59,17,5,26,44
202223,Academic year,National,E92000001,England,Computing,Total,55 and over,Total,Total,35,12,4,16,46
202223,Academic year,National,E92000001,England,Computing,Total,Total,Asian / Asian British,Total,285,79,23,110,39
202223,Academic year,National,E92000001,England,Computing,Total,Total,Black / African / Caribbean / Black British,Total,227,36,11,51,22
202223,Academic year,National,E92000001,England,Computing,Total,Total,Mixed / Multiple ethnic groups,Total,21,6,2,x,x
202223,Academic year,National,E92000001,England,Computing,Total,Total,Other ethnic group,Total,36,7,2,8,22
202223,Academic year,National,E92000001,England,Computing,Total,Total,Total,EEA national,53,20,6,24,45
202223,Academic year,National,E92000001,England,Computing,Total,Total,Total,Other nationality,268,24,7,47,18
202223,Academic year,National,E92000001,England,Computing,Total,Total,Total,Total,982,341,100,438,45
202223,Academic year,National,E92000001,England,Computing,Total,Total,Total,UK and Irish national,661,297,87,367,56
202223,Academic year,National,E92000001,England,Computing,Total,Total,Unknown,Total,43,15,4,19,44
202223,Academic year,National,E92000001,England,Computing,Total,Total,White,Total,370,198,58,243,66
202223,Academic year,National,E92000001,England,Computing,Total,Under 25,Total,Total,213,116,34,139,65
202223,Academic year,National,E92000001,England,Design & Technology,Female,Total,Total,Total,568,310,77,367,65
202223,Academic year,National,E92000001,England,Design & Technology,Male,Total,Total,Total,216,92,23,116,54
202223,Academic year,National,E92000001,England,Design & Technology,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Design & Technology,Total,25 to 29,Total,Total,216,125,31,143,66
202223,Academic year,National,E92000001,England,Design & Technology,Total,30 to 34,Total,Total,116,47,12,64,55
202223,Academic year,National,E92000001,England,Design & Technology,Total,35 to 39,Total,Total,83,40,10,43,52
202223,Academic year,National,E92000001,England,Design & Technology,Total,40 to 44,Total,Total,78,37,9,47,60
202223,Academic year,National,E92000001,England,Design & Technology,Total,45 to 49,Total,Total,55,27,7,32,58
202223,Academic year,National,E92000001,England,Design & Technology,Total,50 to 54,Total,Total,41,14,3,21,51
202223,Academic year,National,E92000001,England,Design & Technology,Total,55 and over,Total,Total,23,12,3,x,x
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Asian / Asian British,Total,75,37,9,46,61
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Black / African / Caribbean / Black British,Total,89,16,4,21,24
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Mixed / Multiple ethnic groups,Total,28,15,4,x,x
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Other ethnic group,Total,15,4,1,x,x
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Total,EEA national,24,10,2,x,x
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Total,Other nationality,58,6,1,10,17
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Total,Total,794,407,100,489,62
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Total,UK and Irish national,712,391,96,467,66
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,Unknown,Total,25,14,3,x,x
202223,Academic year,National,E92000001,England,Design & Technology,Total,Total,White,Total,562,321,79,387,69
202223,Academic year,National,E92000001,England,Design & Technology,Total,Under 25,Total,Total,182,105,26,125,69
202223,Academic year,National,E92000001,England,Drama,Female,Total,Total,Total,478,246,72,305,64
202223,Academic year,National,E92000001,England,Drama,Male,Total,Total,Total,191,95,28,112,59
202223,Academic year,National,E92000001,England,Drama,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Drama,Total,25 to 29,Total,Total,176,90,26,103,59
202223,Academic year,National,E92000001,England,Drama,Total,30 to 34,Total,Total,71,32,9,40,56
202223,Academic year,National,E92000001,England,Drama,Total,35 to 39,Total,Total,45,13,4,22,49
202223,Academic year,National,E92000001,England,Drama,Total,40 to 44,Total,Total,22,8,2,x,x
202223,Academic year,National,E92000001,England,Drama,Total,45 to 49,Total,Total,10,2,1,x,x
202223,Academic year,National,E92000001,England,Drama,Total,50 to 54,Total,Total,8,3,1,x,x
202223,Academic year,National,E92000001,England,Drama,Total,55 and over,Total,Total,4,0,0,x,x
202223,Academic year,National,E92000001,England,Drama,Total,Total,Asian / Asian British,Total,14,1,0,x,x
202223,Academic year,National,E92000001,England,Drama,Total,Total,Black / African / Caribbean / Black British,Total,54,18,5,22,41
202223,Academic year,National,E92000001,England,Drama,Total,Total,Mixed / Multiple ethnic groups,Total,29,13,4,x,x
202223,Academic year,National,E92000001,England,Drama,Total,Total,Other ethnic group,Total,11,3,1,x,x
202223,Academic year,National,E92000001,England,Drama,Total,Total,Total,EEA national,12,7,2,x,x
202223,Academic year,National,E92000001,England,Drama,Total,Total,Total,Other nationality,37,4,1,6,16
202223,Academic year,National,E92000001,England,Drama,Total,Total,Total,Total,676,343,100,421,62
202223,Academic year,National,E92000001,England,Drama,Total,Total,Total,UK and Irish national,627,332,97,407,65
202223,Academic year,National,E92000001,England,Drama,Total,Total,Unknown,Total,12,3,1,x,x
202223,Academic year,National,E92000001,England,Drama,Total,Total,White,Total,556,305,89,370,67
202223,Academic year,National,E92000001,England,Drama,Total,Under 25,Total,Total,340,195,57,235,69
202223,Academic year,National,E92000001,England,English,Female,Total,Total,Total,2299,1119,77,1367,59
202223,Academic year,National,E92000001,England,English,Male,Total,Total,Total,816,326,23,392,48
202223,Academic year,National,E92000001,England,English,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,English,Total,25 to 29,Total,Total,745,346,24,410,55
202223,Academic year,National,E92000001,England,English,Total,30 to 34,Total,Total,346,124,8,146,42
202223,Academic year,National,E92000001,England,English,Total,35 to 39,Total,Total,228,69,5,91,40
202223,Academic year,National,E92000001,England,English,Total,40 to 44,Total,Total,171,50,3,68,40
202223,Academic year,National,E92000001,England,English,Total,45 to 49,Total,Total,100,30,2,44,44
202223,Academic year,National,E92000001,England,English,Total,50 to 54,Total,Total,81,23,2,32,40
202223,Academic year,National,E92000001,England,English,Total,55 and over,Total,Total,60,20,1,21,35
202223,Academic year,National,E92000001,England,English,Total,Total,Asian / Asian British,Total,491,219,15,265,54
202223,Academic year,National,E92000001,England,English,Total,Total,Black / African / Caribbean / Black British,Total,366,73,5,97,27
202223,Academic year,National,E92000001,England,English,Total,Total,Mixed / Multiple ethnic groups,Total,125,50,3,62,50
202223,Academic year,National,E92000001,England,English,Total,Total,Other ethnic group,Total,87,30,2,34,39
202223,Academic year,National,E92000001,England,English,Total,Total,Total,EEA national,113,39,3,55,49
202223,Academic year,National,E92000001,England,English,Total,Total,Total,Other nationality,392,51,3,75,19
202223,Academic year,National,E92000001,England,English,Total,Total,Total,Total,3166,1470,100,1789,57
202223,Academic year,National,E92000001,England,English,Total,Total,Total,UK and Irish national,2660,1380,94,1659,62
202223,Academic year,National,E92000001,England,English,Total,Total,Total,Unknown,1,0,0,x,x
202223,Academic year,National,E92000001,England,English,Total,Total,Unknown,Total,105,39,3,51,49
202223,Academic year,National,E92000001,England,English,Total,Total,White,Total,1990,1058,72,1279,64
202223,Academic year,National,E92000001,England,English,Total,Under 25,Total,Total,1434,808,55,977,68
202223,Academic year,National,E92000001,England,Geography,Female,Total,Total,Total,579,352,62,411,71
202223,Academic year,National,E92000001,England,Geography,Male,Total,Total,Total,428,219,38,252,59
202223,Academic year,National,E92000001,England,Geography,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Geography,Total,25 to 29,Total,Total,218,127,22,148,68
202223,Academic year,National,E92000001,England,Geography,Total,30 to 34,Total,Total,89,37,6,40,45
202223,Academic year,National,E92000001,England,Geography,Total,35 to 39,Total,Total,83,33,6,38,46
202223,Academic year,National,E92000001,England,Geography,Total,40 to 44,Total,Total,48,19,3,28,58
202223,Academic year,National,E92000001,England,Geography,Total,45 to 49,Total,Total,49,14,2,20,41
202223,Academic year,National,E92000001,England,Geography,Total,50 to 54,Total,Total,25,7,1,x,x
202223,Academic year,National,E92000001,England,Geography,Total,55 and over,Total,Total,14,3,1,x,x
202223,Academic year,National,E92000001,England,Geography,Total,Total,Asian / Asian British,Total,78,32,6,41,53
202223,Academic year,National,E92000001,England,Geography,Total,Total,Black / African / Caribbean / Black British,Total,113,15,3,21,19
202223,Academic year,National,E92000001,England,Geography,Total,Total,Mixed / Multiple ethnic groups,Total,38,24,4,25,66
202223,Academic year,National,E92000001,England,Geography,Total,Total,Other ethnic group,Total,18,7,1,x,x
202223,Academic year,National,E92000001,England,Geography,Total,Total,Total,EEA national,39,13,2,16,41
202223,Academic year,National,E92000001,England,Geography,Total,Total,Total,Other nationality,124,18,3,21,17
202223,Academic year,National,E92000001,England,Geography,Total,Total,Total,Total,1022,579,100,672,66
202223,Academic year,National,E92000001,England,Geography,Total,Total,Total,UK and Irish national,859,548,95,635,74
202223,Academic year,National,E92000001,England,Geography,Total,Total,Unknown,Total,27,10,2,x,x
202223,Academic year,National,E92000001,England,Geography,Total,Total,White,Total,748,491,85,563,75
202223,Academic year,National,E92000001,England,Geography,Total,Under 25,Total,Total,496,339,59,385,78
202223,Academic year,National,E92000001,England,History,Female,Total,Total,Total,922,533,51,631,68
202223,Academic year,National,E92000001,England,History,Male,Total,Total,Total,924,513,49,595,64
202223,Academic year,National,E92000001,England,History,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,History,Total,25 to 29,Total,Total,437,245,23,293,67
202223,Academic year,National,E92000001,England,History,Total,30 to 34,Total,Total,172,74,7,94,55
202223,Academic year,National,E92000001,England,History,Total,35 to 39,Total,Total,79,25,2,32,41
202223,Academic year,National,E92000001,England,History,Total,40 to 44,Total,Total,74,22,2,29,39
202223,Academic year,National,E92000001,England,History,Total,45 to 49,Total,Total,45,21,2,23,51
202223,Academic year,National,E92000001,England,History,Total,50 to 54,Total,Total,31,12,1,15,48
202223,Academic year,National,E92000001,England,History,Total,55 and over,Total,Total,24,4,0,x,x
202223,Academic year,National,E92000001,England,History,Total,Total,Asian / Asian British,Total,140,65,6,76,54
202223,Academic year,National,E92000001,England,History,Total,Total,Black / African / Caribbean / Black British,Total,85,13,1,19,22
202223,Academic year,National,E92000001,England,History,Total,Total,Mixed / Multiple ethnic groups,Total,68,36,3,43,63
202223,Academic year,National,E92000001,England,History,Total,Total,Other ethnic group,Total,35,15,1,20,57
202223,Academic year,National,E92000001,England,History,Total,Total,Total,EEA national,50,16,2,21,42
202223,Academic year,National,E92000001,England,History,Total,Total,Total,Other nationality,105,9,1,20,19
202223,Academic year,National,E92000001,England,History,Total,Total,Total,Total,1873,1058,100,1243,66
202223,Academic year,National,E92000001,England,History,Total,Total,Total,UK and Irish national,1717,1033,98,1202,70
202223,Academic year,National,E92000001,England,History,Total,Total,Total,Unknown,1,0,0,x,x
202223,Academic year,National,E92000001,England,History,Total,Total,Unknown,Total,35,17,2,23,66
202223,Academic year,National,E92000001,England,History,Total,Total,White,Total,1508,912,86,1061,70
202223,Academic year,National,E92000001,England,History,Total,Under 25,Total,Total,1010,655,62,751,74
202223,Academic year,National,E92000001,England,Mathematics,Female,Total,Total,Total,1926,842,50,986,51
202223,Academic year,National,E92000001,England,Mathematics,Male,Total,Total,Total,2083,843,50,994,48
202223,Academic year,National,E92000001,England,Mathematics,Other sex,Total,Total,Total,1,0,0,x,x
202223,Academic year,National,E92000001,England,Mathematics,Total,25 to 29,Total,Total,798,368,22,426,53
202223,Academic year,National,E92000001,England,Mathematics,Total,30 to 34,Total,Total,529,146,9,178,34
202223,Academic year,National,E92000001,England,Mathematics,Total,35 to 39,Total,Total,444,101,6,131,30
202223,Academic year,National,E92000001,England,Mathematics,Total,40 to 44,Total,Total,438,123,7,160,37
202223,Academic year,National,E92000001,England,Mathematics,Total,45 to 49,Total,Total,272,85,5,105,39
202223,Academic year,National,E92000001,England,Mathematics,Total,50 to 54,Total,Total,198,52,3,64,32
202223,Academic year,National,E92000001,England,Mathematics,Total,55 and over,Total,Total,122,25,1,33,27
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Asian / Asian British,Total,1123,381,22,477,42
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Black / African / Caribbean / Black British,Total,835,138,8,185,22
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Mixed / Multiple ethnic groups,Total,111,57,3,68,61
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Other ethnic group,Total,202,63,4,70,35
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,EEA national,226,107,6,120,53
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,Other nationality,1166,167,10,240,21
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,Total,4070,1705,100,2005,49
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Total,UK and Irish national,2678,1431,84,1645,61
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,Unknown,Total,149,51,3,67,45
202223,Academic year,National,E92000001,England,Mathematics,Total,Total,White,Total,1648,1014,60,1137,69
202223,Academic year,National,E92000001,England,Mathematics,Total,Under 25,Total,Total,1269,805,47,908,72
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Female,Total,Total,Total,1065,556,80,672,63
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Male,Total,Total,Total,340,142,20,172,51
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,25 to 29,Total,Total,312,172,24,209,67
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,30 to 34,Total,Total,196,93,13,114,58
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,35 to 39,Total,Total,155,51,7,63,41
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,40 to 44,Total,Total,166,74,11,94,57
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,45 to 49,Total,Total,126,52,7,63,50
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,50 to 54,Total,Total,77,29,4,36,47
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,55 and over,Total,Total,43,10,1,16,37
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Asian / Asian British,Total,160,58,8,68,42
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Black / African / Caribbean / Black British,Total,144,31,4,42,29
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Mixed / Multiple ethnic groups,Total,97,42,6,55,57
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Other ethnic group,Total,123,59,8,71,58
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Total,EEA national,460,238,34,294,64
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Total,Other nationality,269,74,11,94,35
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Total,Total,1418,703,100,851,60
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Total,UK and Irish national,689,391,56,463,67
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,Unknown,Total,48,19,3,25,52
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,White,Total,846,494,70,590,70
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Under 25,Total,Total,343,222,32,256,75
202223,Academic year,National,E92000001,England,Music,Female,Total,Total,Total,227,131,50,153,67
202223,Academic year,National,E92000001,England,Music,Male,Total,Total,Total,260,132,50,159,61
202223,Academic year,National,E92000001,England,Music,Other sex,Total,Total,Total,0,0,0,0,0
202223,Academic year,National,E92000001,England,Music,Total,25 to 29,Total,Total,128,72,27,82,64
202223,Academic year,National,E92000001,England,Music,Total,30 to 34,Total,Total,54,20,7,31,57
202223,Academic year,National,E92000001,England,Music,Total,35 to 39,Total,Total,24,10,4,x,x
202223,Academic year,National,E92000001,England,Music,Total,40 to 44,Total,Total,14,4,1,x,x
202223,Academic year,National,E92000001,England,Music,Total,45 to 49,Total,Total,16,9,3,x,x
202223,Academic year,National,E92000001,England,Music,Total,50 to 54,Total,Total,6,2,1,x,x
202223,Academic year,National,E92000001,England,Music,Total,55 and over,Total,Total,14,1,0,x,x
202223,Academic year,National,E92000001,England,Music,Total,Total,Asian / Asian British,Total,41,21,8,24,59
202223,Academic year,National,E92000001,England,Music,Total,Total,Black / African / Caribbean / Black British,Total,33,8,3,12,36
202223,Academic year,National,E92000001,England,Music,Total,Total,Mixed / Multiple ethnic groups,Total,14,5,2,x,x
202223,Academic year,National,E92000001,England,Music,Total,Total,Other ethnic group,Total,4,1,0,x,x
202223,Academic year,National,E92000001,England,Music,Total,Total,Total,EEA national,41,17,6,20,49
202223,Academic year,National,E92000001,England,Music,Total,Total,Total,Other nationality,37,10,4,15,41
202223,Academic year,National,E92000001,England,Music,Total,Total,Total,Total,492,267,100,316,64
