time_period,time_identifier,geographic_level,country_code,country_name,itt_route,institution_type,breakdown_topic,breakdown,trainee_number,trainee_percentage
201920,Academic year,National,E92000001,England,Total,Total,Ethnicity,White,26873,82
201920,Academic year,National,E92000001,England,Total,Total,Ethnicity,Total Known Ethnicity,32656,95
201920,Academic year,National,E92000001,England,Total,Total,Disability,Disability Declared,4407,13
201920,Academic year,National,E92000001,England,Total,Total,Disability,No Disability Declared,29233,87
201920,Academic year,National,E92000001,England,Total,Total,Disability,Total Known Disability,33640,98
201920,Academic year,National,E92000001,England,Total,Total,Nationality,EEA,1571,5
201920,Academic year,National,E92000001,England,Total,Total,Nationality,UK,31204,93
201920,Academic year,National,E92000001,England,Total,Total,Nationality,Other Nationality,868,3
201920,Academic year,National,E92000001,England,Total,Total,Nationality,Total Known Nationality,33643,98
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Total,New Entrants,30743,75
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Study Pattern,Full Time,30475,99
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Study Pattern,Part Time,268,1
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,under 25,15947,52
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,25 to 29,7320,24
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,30 to 34,2694,9
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,35 to 39,1723,6
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,40 to 44,1361,4
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,45 to 49,949,3
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,50 to 54,509,2
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,55 and over,240,1
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,Mean,27,null
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Age,Median,24,null
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Male,9239,30
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Female,21485,70
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Other Sex,19,0
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Known Sex,30743,100
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Total,Primary,12503,41
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Primary Male,2073,17
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Primary Female,10425,83
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Primary Other Sex,5,0
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Primary Known Sex,12503,100
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Total,Secondary,18240,59
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Secondary Male,7166,39
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Secondary Female,11060,61
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Secondary Other Sex,14,0
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Secondary Known Sex,18240,100
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Asian / Asian British,3080,10
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Black / African / Caribbean / Black British,1244,4
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Mixed / Multiple ethnic groups,921,3
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Other Ethnicity,436,1
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,White,23783,81
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Total Known Ethnicity,29464,96
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Disability,Disability Declared,4234,14
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Disability,No Disability Declared,26351,86
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Disability,Total Known Disability,30585,99
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Nationality,EEA,1588,5
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Nationality,UK,27655,92
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Nationality,Other Nationality,794,3
202021,Academic year,National,E92000001,England,PG fee-funded,Total,Nationality,Total Known Nationality,30037,98
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Total,New Entrants,8492,21
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Study Pattern,Full Time,8363,98
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Study Pattern,Part Time,129,2
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,under 25,3835,45
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,25 to 29,2005,24
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,30 to 34,874,10
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,35 to 39,606,7
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,40 to 44,521,6
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,45 to 49,360,4
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,50 to 54,205,2
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,55 and over,86,1
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,Mean,29,null
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,Median,25,null
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Male,2520,30
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Female,5967,70
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Other Sex,5,0
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Known Sex,8492,100
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Total,Primary,3200,38
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Primary Male,491,15
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Primary Female,2708,85
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Primary Other Sex,1,0
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Primary Known Sex,3200,100
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Total,Secondary,5292,62
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Secondary Male,2029,38
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Secondary Female,3259,62
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Secondary Other Sex,4,0
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Secondary Known Sex,5292,100
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Asian / Asian British,657,9
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Black / African / Caribbean / Black British,199,3
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Mixed / Multiple ethnic groups,165,2
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Other Ethnicity,85,1
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,White,6542,86
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Total Known Ethnicity,7648,90
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Disability,Disability Declared,789,9
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Disability,No Disability Declared,7545,91
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Disability,Total Known Disability,8334,98
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Nationality,EEA,312,4
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Nationality,UK,7962,94
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Nationality,Other Nationality,198,2
202021,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Nationality,Total Known Nationality,8472,100
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Total,New Entrants,22251,54
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Study Pattern,Full Time,22112,99
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Study Pattern,Part Time,139,1
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,under 25,12112,54
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,25 to 29,5315,24
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,30 to 34,1820,8
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,35 to 39,1117,5
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,40 to 44,840,4
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,45 to 49,589,3
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,50 to 54,304,1
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,55 and over,154,1
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,Mean,27,null
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,Median,24,null
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Male,6719,30
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Female,15518,70
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Other Sex,14,0
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Known Sex,22251,100
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Total,Primary,9303,42
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Primary Male,1582,17
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Primary Female,7717,83
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Primary Other Sex,4,0
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Primary Known Sex,9303,100
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Total,Secondary,12948,58
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Secondary Male,5137,40
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Secondary Female,7801,60
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Secondary Other Sex,10,0
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Secondary Known Sex,12948,100
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Asian / Asian British,2423,11
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Black / African / Caribbean / Black British,1045,5
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Mixed / Multiple ethnic groups,756,3
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Other Ethnicity,351,2
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,White,17241,79
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Total Known Ethnicity,21816,98
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Disability,Disability Declared,3445,15
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Disability,No Disability Declared,18806,85
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Disability,Total Known Disability,22251,100
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Nationality,EEA,1276,6
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Nationality,UK,19693,91
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Nationality,Other Nationality,596,3
202021,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Nationality,Total Known Nationality,21565,97
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Total,New Entrants,2194,5
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Study Pattern,Full Time,2093,95
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Study Pattern,Part Time,101,5
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,under 25,549,25
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,25 to 29,716,33
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,30 to 34,308,14
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,35 to 39,223,10
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,40 to 44,182,8
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,45 to 49,135,6
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,50 to 54,59,3
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,55 and over,22,1
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,Mean,31,null
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,Median,28,null
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Male,529,24
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Female,1664,76
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Other Sex,1,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Known Sex,2194,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Total,Primary,1482,68
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Primary Male,246,17
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Primary Female,1236,83
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Primary Other Sex,0,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Primary Known Sex,1482,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Total,Secondary,712,32
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Secondary Male,283,40
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Secondary Female,428,60
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Secondary Other Sex,1,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Secondary Known Sex,712,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Asian / Asian British,179,10
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Black / African / Caribbean / Black British,117,6
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Mixed / Multiple ethnic groups,72,4
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Other Ethnicity,38,2
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,White,1474,78
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Total Known Ethnicity,1880,86
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Disability,Disability Declared,150,7
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Disability,No Disability Declared,2015,93
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Disability,Total Known Disability,2165,99
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Nationality,EEA,85,4
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Nationality,UK,1985,92
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Nationality,Other Nationality,96,4
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Nationality,Total Known Nationality,2166,99
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Total,New Entrants,823,2
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Study Pattern,Full Time,743,90
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Study Pattern,Part Time,80,10
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,under 25,198,24
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,25 to 29,293,36
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,30 to 34,121,15
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,35 to 39,62,8
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,40 to 44,61,7
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,45 to 49,56,7
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,50 to 54,23,3
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,55 and over,9,1
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,Mean,31,null
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,Median,28,null
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Male,189,23
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Female,634,77
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Other Sex,0,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Known Sex,823,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Total,Primary,601,73
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Primary Male,95,16
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Primary Female,506,84
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Primary Other Sex,0,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Primary Known Sex,601,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Total,Secondary,222,27
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Secondary Male,94,42
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Secondary Female,128,58
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Secondary Other Sex,0,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Secondary Known Sex,222,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Asian / Asian British,75,9
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Black / African / Caribbean / Black British,47,6
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Mixed / Multiple ethnic groups,35,4
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Other Ethnicity,16,2
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,White,632,79
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Total Known Ethnicity,805,98
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Disability,Disability Declared,79,10
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Disability,No Disability Declared,744,90
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Disability,Total Known Disability,823,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Nationality,EEA,43,5
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Nationality,UK,726,91
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Nationality,Other Nationality,27,3
202021,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Nationality,Total Known Nationality,796,97
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Total,New Entrants,1371,3
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Study Pattern,Full Time,1350,98
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Study Pattern,Part Time,21,2
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,under 25,351,26
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,25 to 29,423,31
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,30 to 34,187,14
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,35 to 39,161,12
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,40 to 44,121,9
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,45 to 49,79,6
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,50 to 54,36,3
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,55 and over,13,1
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,Mean,31,null
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,Median,28,null
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Male,340,25
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Female,1030,75
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Other Sex,1,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Known Sex,1371,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Total,Primary,881,64
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Primary Male,151,17
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Primary Female,730,83
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Primary Other Sex,0,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Primary Known Sex,881,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Total,Secondary,490,36
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Secondary Male,189,39
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Secondary Female,300,61
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Secondary Other Sex,1,0
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Secondary Known Sex,490,100
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Asian / Asian British,104,10
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Black / African / Caribbean / Black British,70,7
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Mixed / Multiple ethnic groups,37,3
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Other Ethnicity,22,2
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,White,842,78
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Total Known Ethnicity,1075,78
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Disability,Disability Declared,71,5
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Disability,No Disability Declared,1271,95
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Disability,Total Known Disability,1342,98
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Nationality,EEA,42,3
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Nationality,UK,1259,92
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Nationality,Other Nationality,69,5
202021,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Nationality,Total Known Nationality,1370,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Total,New Entrants,1641,4
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Study Pattern,Full Time,1641,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Study Pattern,Part Time,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,under 25,1074,65
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,25 to 29,368,22
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,30 to 34,106,6
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,35 to 39,32,2
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,40 to 44,30,2
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,45 to 49,14,1
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,50 to 54,11,1
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,55 and over,6,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,Mean,25,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,Median,23,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Male,491,30
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Female,1099,67
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Other Sex,51,3
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Known Sex,1641,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Total,Primary,343,21
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Primary Male,57,17
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Primary Female,277,81
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Primary Other Sex,9,3
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Primary Known Sex,343,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Total,Secondary,1298,79
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Secondary Male,434,33
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Secondary Female,822,63
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Secondary Other Sex,42,3
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Secondary Known Sex,1298,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Asian / Asian British,158,10
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Black / African / Caribbean / Black British,71,5
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Mixed / Multiple ethnic groups,80,5
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Other Ethnicity,25,2
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,White,1177,78
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Total Known Ethnicity,1511,92
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Disability,Disability Declared,136,9
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Disability,No Disability Declared,1309,91
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Disability,Total Known Disability,1445,88
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Nationality,EEA,67,4
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Nationality,UK,1411,94
